"substance";"product";"SCI-Grow";"Reference.SCI-Grow";"Load.Factor.SCI";"BCF";"Reference.BCF";"Load.Factor.BCF";"SoilDT50";"Reference.SoilDT50";"Load.Factor.SoilDT50";"Birds.Acute.LD50.mg.kg";"Reference.Value.Birds";"Load.Factor.Birds";"Mammals.Acute.Oral.LD50.mg.kg.BW.day";"Reference.Value.Mammals";"Load.Factor.Mammals";"Fish.Acute.96hr.LC50.mg.l";"Reference.Value.Fish";"Load.Factor.Fish";"Aquatic.Invertebrates.Acute.48hr.EC50.mg.l";"Reference.Value.Aquatic.Invertebrates";"Load.Factor.Aquatic.Invertebrates";"Algae.Acute.72hr.EC50.Growth.mg.l";"Reference.Value.Algae";"Load.Factor.Algae";"Aquatic.Plants.Acute.7d.EC50.mg.l";"Reference.Value.Aquatic.Plants";"Load.Factor.Aquatic.Plants";"Earthworms.Acute.14d.LC50.mg.kg";"Reference.Value.Earthworms";"Load.Factor.Earthworms";"BeesLD50";"Reference.Value.Bees";"Load.Factor.Bees";"Fish.Chronic.21d.NOEC.mg.l.corrected";"Reference.Value.Fish.Chronic";"Load.Factor.Fish.Chronic";"water.phase.DT50.days";"Aquatic.Invertebrates.Chronic.21d.NOEC.mg.l.correted";"Reference.Value.Aquatic.Invertebrates.Chronic";"Load.Factor.Aquatic.Invertebrates.Chronic";"Earthworms.Chronic.14d.NOEC..Reproduction.mg.kg.corrected";"Reference.Value.Earthworms.Chronic";"Load.Factor.Earthworms.Chronic";"concentration"
"Iodosulfuron-methyl-Natrium";"32525 1";0,00223898569199923;12,5;20;0;5100;2,5;2,7;354;2,5;2000;10;1;2448;8;1;100;0,00021;30;100;0,00015;30;0,07;2e-05;3;0,00083;0,00035;3;1000;1;2;115;0,015;100;10;0,00015;3;16;10;0,00015;3;0;0,8;2;0,01
"Mefenpyr-Diethyl";"32525 1";0,032263351379077;12,5;20;392,46415735346;5100;2,5;17,5;354;2,5;2000;10;1;5000;8;1;2,4;0,00021;30;53;0,00015;30;1,65;2e-05;3;12;0,00035;3;1000;1;2;900;0,015;100;0;0,00015;3;80;0;0,00015;3;0;0,8;2;0,05
"E3,Z13-18Ac";"32526 14";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;1,54e-06
"Z3Z13-18Ac";"32526 14";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;3,245e-05
"Lambda-Cyhalothrin";"32527 1";0,00535307472937412;12,5;20;4982;5100;2,5;175;354;2,5;3950;10;1;56;8;1;0,00021;0,00021;30;0,00036;0,00015;30;0,3;2e-05;3;0;0,00035;3;500;1;2;0,474;0,015;100;0,00025;0,00015;3;0,24;0,3;0,00015;3;0;0,8;2;0,1
"Dichlorvos (DDVP)";"32528 13";0,00159562193338536;12,5;20;0;5100;2,5;2;354;2,5;24;10;1;80;8;1;0,55;0,00021;30;0,00019;0,00015;30;52,8;2e-05;3;0;0,00035;3;0;1;2;0,29;0,015;100;0,11;0,00015;3;0;0;0,00015;3;0;0,8;2;0,000100815
"Pyrethrin";"32528 13";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;2,08e-06
"Kupfer (als Oxychlorid)";"32529 2";0;12,5;20;0;5100;2,5;0;354;2,5;173;10;1;950;8;1;43,8;0,00021;30;0,29;0,00015;30;0,033;2e-05;3;0;0,00035;3;489,6;1;2;12,1;0,015;100;0;0,00015;3;0;0,008;0,00015;3;15;0,8;2;0,27
"Zineb";"32529 2";0,0363369412098482;12,5;20;20;5100;2,5;30;354;2,5;2000;10;1;5200;8;1;20,8;0,00021;30;40;0,00015;30;0,51;2e-05;3;0;0,00035;3;960;1;2;13,1;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,18
"Carbendazim";"32530 1";0,149747773591943;12,5;20;25;5100;2,5;37,15;354;2,5;2250;10;1;10000;8;1;0,19;0,00021;30;0,15;0,00015;30;7,7;2e-05;3;0;0,00035;3;5,4;1;2;403;0,015;100;0,0032;0,00015;3;7,9;0,0015;0,00015;3;1;0,8;2;0,51
"Carbendazim";"32530 12";0,149747773591943;12,5;20;25;5100;2,5;37,15;354;2,5;2250;10;1;10000;8;1;0,19;0,00021;30;0,15;0,00015;30;7,7;2e-05;3;0;0,00035;3;5,4;1;2;403;0,015;100;0,0032;0,00015;3;7,9;0,0015;0,00015;3;1;0,8;2;0,51
"Bromoxynil";"32531 1";0,000218516742551826;12,5;20;0;5100;2,5;0,63;354;2,5;217;10;1;81,2;8;1;29,2;0,00021;30;12,5;0,00015;30;0,12;2e-05;3;0,033;0,00035;3;45;1;2;77,5;0,015;100;2;0,00015;3;13;3,1;0,00015;3;0;0,8;2;0,18
"Isoxadifen-ethyl";"32531 1";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;1750;8;1;0,34;0,00021;30;0,51;0,00015;30;1,26;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,25
"Tembotrione";"32531 1";0,0979458570217417;12,5;20;0;5100;2,5;14,5;354;2,5;2250;10;1;2500;8;1;100;0,00021;30;0;0,00015;30;0,38;2e-05;3;0,006;0,00035;3;1000;1;2;96,4;0,015;100;100;0,00015;3;708;5;0,00015;3;1,25;0,8;2;0,05
"Diflufenican";"32532 1";0,0416807809308971;12,5;20;1276;5100;2,5;160,9;354;2,5;2150;10;1;5000;8;1;0,099;0,00021;30;0,24;0,00015;30;0,00025;2e-05;3;0,056;0,00035;3;500;1;2;106,15;0,015;100;0,015;0,00015;3;0;0,052;0,00015;3;0;0,8;2;0,5
"Linuron";"32533 2";0,10479990300985;12,5;20;49;5100;2,5;57,6;354;2,5;314;10;1;1146;8;1;3,15;0,00021;30;0,31;0,00015;30;0,016;2e-05;3;0,017;0,00035;3;1000;1;2;160;0,015;100;0,1;0,00015;3;13;0,18;0,00015;3;0;0,8;2;0,25
"Simazin";"32533 2";0,0795513226986619;12,5;20;221;5100;2,5;60;354;2,5;4640;10;1;5000;8;1;90;0,00021;30;1,1;0,00015;30;0,04;2e-05;3;0,3;0,00035;3;1000;1;2;97;0,015;100;0,7;0,00015;3;46;2,5;0,00015;3;0;0,8;2;0,25
"Adalia bipunctata (Adulte, Larven)";"32534 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Cryptolaemus montrouzieri";"32535 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Phytoseiulus persimilis";"32536 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Orius laevigatus";"32537 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Encarsia formosa";"32538 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Macrolophus caliginosus";"32539 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Atrazin";"32540 0";0,409434616203461;12,5;20;4,3;5100;2,5;70,5;354;2,5;4237;10;1;1869;8;1;4,5;0,00021;30;85;0,00015;30;0,059;2e-05;3;0,019;0,00035;3;79;1;2;100;0,015;100;2;0,00015;3;0;0,25;0,00015;3;0;0,8;2;0,025
"Bromoxynil";"32540 0";0,000218516742551826;12,5;20;0;5100;2,5;0,63;354;2,5;217;10;1;81,2;8;1;29,2;0,00021;30;12,5;0,00015;30;0,12;2e-05;3;0,033;0,00035;3;45;1;2;77,5;0,015;100;2;0,00015;3;13;3,1;0,00015;3;0;0,8;2;0,0117
"Atrazin";"32540 2";0,409434616203461;12,5;20;4,3;5100;2,5;70,5;354;2,5;4237;10;1;1869;8;1;4,5;0,00021;30;85;0,00015;30;0,059;2e-05;3;0,019;0,00035;3;79;1;2;100;0,015;100;2;0,00015;3;0;0,25;0,00015;3;0;0,8;2;0,25
"Bromoxynil";"32540 2";0,000218516742551826;12,5;20;0;5100;2,5;0,63;354;2,5;217;10;1;81,2;8;1;29,2;0,00021;30;12,5;0,00015;30;0,12;2e-05;3;0,033;0,00035;3;45;1;2;77,5;0,015;100;2;0,00015;3;13;3,1;0,00015;3;0;0,8;2;0,117
"Atrazin";"32541 1";0,409434616203461;12,5;20;4,3;5100;2,5;70,5;354;2,5;4237;10;1;1869;8;1;4,5;0,00021;30;85;0,00015;30;0,059;2e-05;3;0,019;0,00035;3;79;1;2;100;0,015;100;2;0,00015;3;0;0,25;0,00015;3;0;0,8;2;0,27
"Bromoxynil";"32541 1";0,000218516742551826;12,5;20;0;5100;2,5;0,63;354;2,5;217;10;1;81,2;8;1;29,2;0,00021;30;12,5;0,00015;30;0,12;2e-05;3;0,033;0,00035;3;45;1;2;77,5;0,015;100;2;0,00015;3;13;3,1;0,00015;3;0;0,8;2;0,199
"Fentin acetate";"32542 2";0,0223093109805382;12,5;20;2500;5100;2,5;93;354;2,5;77,4;10;1;140;8;1;0,32;0,00021;30;0,00032;0,00015;30;2,7e-06;2e-05;3;0;0,00035;3;125;1;2;16;0,015;100;0;0,00015;3;7;0;0,00015;3;0;0,8;2;0,115
"Maneb";"32542 2";2,12050744806236e-06;12,5;20;0;5100;2,5;0,55;354;2,5;1467;10;1;5000;8;1;0,2;0,00021;30;0,0021;0,00015;30;0,007;2e-05;3;0;0,00035;3;840;1;2;94,75;0,015;100;0,0065;0,00015;3;0,35;0,0023;0,00015;3;8;0,8;2;0,34
"Fentin acetate";"32543 2";0,0223093109805382;12,5;20;2500;5100;2,5;93;354;2,5;77,4;10;1;140;8;1;0,32;0,00021;30;0,00032;0,00015;30;2,7e-06;2e-05;3;0;0,00035;3;125;1;2;16;0,015;100;0;0,00015;3;7;0;0,00015;3;0;0,8;2;0,115
"Maneb";"32543 2";2,12050744806236e-06;12,5;20;0;5100;2,5;0,55;354;2,5;1467;10;1;5000;8;1;0,2;0,00021;30;0,0021;0,00015;30;0,007;2e-05;3;0;0,00035;3;840;1;2;94,75;0,015;100;0,0065;0,00015;3;0,35;0,0023;0,00015;3;8;0,8;2;0,34
"Maneb";"32544 2";2,12050744806236e-06;12,5;20;0;5100;2,5;0,55;354;2,5;1467;10;1;5000;8;1;0,2;0,00021;30;0,0021;0,00015;30;0,007;2e-05;3;0;0,00035;3;840;1;2;94,75;0,015;100;0,0065;0,00015;3;0,35;0,0023;0,00015;3;8;0,8;2;0,8
"Triforin";"32545 1";0,0398305018782514;12,5;20;1;5100;2,5;19;354;2,5;5000;10;1;16000;8;1;1000;0,00021;30;25;0,00015;30;380;2e-05;3;0;0,00035;3;1000;1;2;10;0,015;100;0;0,00015;3;25;0;0,00015;3;0;0,8;2;0,115
"Fludioxonil";"32546 1";0,00535307472937412;12,5;20;366;5100;2,5;201,5;354;2,5;2000;10;1;5000;8;1;0,23;0,00021;30;0,4;0,00015;30;0,024;2e-05;3;0,92;0,00035;3;1000;1;2;100;0,015;100;0,04;0,00015;3;2;0,005;0,00015;3;20;0,8;2;0,1
"Metaldehyd";"32547 2";0,00423695491597105;12,5;20;11;5100;2,5;5,1;354;2,5;196;10;1;283;8;1;75;0,00021;30;78,4;0,00015;30;75,9;2e-05;3;0;0,00035;3;1000;1;2;100,25;0,015;100;37,5;0,00015;3;11,5;90;0,00015;3;0;0,8;2;0,05
"Methidathion";"32548 2";0,0200998968456814;12,5;20;12,6;5100;2,5;10;354;2,5;23,6;10;1;25;8;1;0,01;0,00021;30;0,0064;0,00015;30;22;2e-05;3;0;0,00035;3;5,6;1;2;0,13;0,015;100;0;0,00015;3;6;0;0,00015;3;0;0,8;2;0,4
"Methidathion";"32549 2";0,0200998968456814;12,5;20;12,6;5100;2,5;10;354;2,5;23,6;10;1;25;8;1;0,01;0,00021;30;0,0064;0,00015;30;22;2e-05;3;0;0,00035;3;5,6;1;2;0,13;0,015;100;0;0,00015;3;6;0;0,00015;3;0;0,8;2;0,4
"Methabenzthiazuron";"32550 2";0,2251105988352;12,5;20;75;5100;2,5;135;354;2,5;1000;10;1;5000;8;1;15,9;0,00021;30;30,6;0,00015;30;0,033;2e-05;3;0;0,00035;3;840;1;2;0,8;0,015;100;0;0,00015;3;90;0;0,00015;3;0;0,8;2;0,7
"Mevinphos";"32551 1";0,00250659533722267;12,5;20;0;5100;2,5;2,1;354;2,5;4,63;10;1;3,5;8;1;0,012;0,00021;30;0,00016;0,00015;30;71;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;5;0;0,00015;3;0;0,8;2;0,238
"Schwefel";"32552 2";0,0199103330212164;12,5;20;0;5100;2,5;0;354;2,5;2000;10;1;2000;8;1;0,063;0,00021;30;0,063;0,00015;30;0,063;2e-05;3;0;0,00035;3;2000;1;2;103,4;0,015;100;0;0,00015;3;708;0;0,00015;3;0;0,8;2;0,8
"Pendimethalin";"32553 2";0,00535307472937412;12,5;20;5100;5100;2,5;182,3;354;2,5;1421;10;1;4665;8;1;0,196;0,00021;30;0,147;0,00015;30;0,004;2e-05;3;0,022;0,00035;3;1000;1;2;100,6;0,015;100;0,006;0,00015;3;4;0,0145;0,00015;3;33,45;0,8;2;0,0171
"Streptomyces griseoviridis";"32554 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,3
"Verticillium lecanii";"32555 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,16
"Tebuconazol";"32556 2";0,276877557519187;12,5;20;78;5100;2,5;214;354;2,5;1988;10;1;1700;8;1;4,4;0,00021;30;2,79;0,00015;30;1,96;2e-05;3;0,144;0,00035;3;1381;1;2;141,525;0,015;100;0,012;0,00015;3;42,6;0,01;0,00015;3;10;0,8;2;0,5
"Trifloxystrobin";"32556 2";1,42596620970786e-05;12,5;20;431;5100;2,5;0,34;354;2,5;2000;10;1;2000;8;1;0,022;0,00021;30;0,011;0,00015;30;0,0053;2e-05;3;1,93;0,00035;3;1000;1;2;105;0,015;100;0,008;0,00015;3;1,1;0,003;0,00015;3;3,5;0,8;2;0,25
"Pirimiphos-methyl";"32557 1";0,0412271361685646;12,5;20;741;5100;2,5;25,5;354;2,5;1695;10;1;1414;8;1;0,404;0,00021;30;0,00021;0,00015;30;1;2e-05;3;0;0,00035;3;0;1;2;0,22;0,015;100;0,023;0,00015;3;0;8e-05;0,00015;3;0;0,8;2;0,4712
"Mineralöl / Petroleum oils";"32558 1";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,8353
"Alanycarb";"32559 1";0;12,5;20;164;5100;2,5;1,5;354;2,5;3553;10;1;330;8;1;1;0,00021;30;9,4;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0,8;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,3
"Chloridazon";"32560 2";0,218566836577304;12,5;20;12;5100;2,5;37,05;354;2,5;2000;10;1;2140;8;1;41,3;0,00021;30;132;0,00015;30;3;2e-05;3;3,16;0,00035;3;1000;1;2;200;0,015;100;3,16;0,00015;3;51,5;6,23;0,00015;3;0;0,8;2;0,65
"Dimethyl decylammoniumchlorid";"32561 1";0,00535307472937412;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;150;8;1;1,16;0,00021;30;0,094;0,00015;30;0;2e-05;3;0;0,00035;3;1000;1;2;0;0,015;100;0,032;0,00015;3;0;0,01;0,00015;3;0;0,8;2;0,25
"Parathion-methyl";"32562 1";0,0254232905365542;12,5;20;71;5100;2,5;12;354;2,5;1044;10;1;3;8;1;2,7;0,00021;30;0,0073;0,00015;30;3;2e-05;3;0;0,00035;3;40;1;2;19,5;0,015;100;0;0,00015;3;15;0;0,00015;3;0;0,8;2;0,239
"Permethrin";"32563 1";0,00535307472937412;12,5;20;300;5100;2,5;13;354;2,5;9800;10;1;430;8;1;0,0125;0,00021;30;6e-04;0,00015;30;0,0125;2e-05;3;0;0,00035;3;1440;1;2;0,29;0,015;100;0,00012;0,00015;3;23;0;0,00015;3;0;0,8;2;0,15
"Permethrin";"32564 1";0,00535307472937412;12,5;20;300;5100;2,5;13;354;2,5;9800;10;1;430;8;1;0,0125;0,00021;30;6e-04;0,00015;30;0,0125;2e-05;3;0;0,00035;3;1440;1;2;0,29;0,015;100;0,00012;0,00015;3;23;0;0,00015;3;0;0,8;2;0,045
"Phenmedipham";"32565 1";0,0470672535445576;12,5;20;165;5100;2,5;27,5;354;2,5;2100;10;1;8000;8;1;1,71;0,00021;30;0,41;0,00015;30;0,086;2e-05;3;0,23;0,00035;3;36;1;2;33;0,015;100;0,32;0,00015;3;0,2;0,061;0,00015;3;3,33;0,8;2;0,157
"Ipsdienol";"32566 14";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;1,1e-05
"Magnesiumphosphid";"32567 11";0;12,5;20;0;5100;2,5;0,23;354;2,5;49;10;1;10,4;8;1;0,0093;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;663,5;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,054
"Phytoseiulus persimilis";"32568 11";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Trichogramma brassicae Bezdenko";"32569 5";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0
"Clothianidin";"32570 1";4,79158130596499;12,5;20;0;5100;2,5;545;354;2,5;430;10;1;500;8;1;104,2;0,00021;30;40;0,00015;30;55;2e-05;3;121;0,00035;3;13,21;1;2;0,024;0,015;100;20;0,00015;3;40,3;0,12;0,00015;3;2,5;0,8;2;0,6
"Glyphosat";"32571 1";0,00535307472937412;12,5;20;0,5;5100;2,5;15;354;2,5;2250;10;1;2000;8;1;38;0,00021;30;40;0,00015;30;4,4;2e-05;3;12;0,00035;3;5600;1;2;100;0,015;100;25;0,00015;3;9,9;30;0,00015;3;28,8;0,8;2;0,36
"Methidathion";"32572 2";0,0200998968456814;12,5;20;12,6;5100;2,5;10;354;2,5;23,6;10;1;25;8;1;0,01;0,00021;30;0,0064;0,00015;30;22;2e-05;3;0;0,00035;3;5,6;1;2;0,13;0,015;100;0;0,00015;3;6;0;0,00015;3;0;0,8;2;0,4
"Difenoconazole";"32573 1";0,0178688860169712;12,5;20;330;5100;2,5;130;354;2,5;2150;10;1;1453;8;1;1,1;0,00021;30;0,77;0,00015;30;0,032;2e-05;3;0;0,00035;3;610;1;2;138,5;0,015;100;0,023;0,00015;3;3;0,0056;0,00015;3;0;0,8;2;0,25
"Difenoconazol";"32573 2";0,0178688860169712;12,5;20;330;5100;2,5;130;354;2,5;2150;10;1;1453;8;1;1,1;0,00021;30;0,77;0,00015;30;0,032;2e-05;3;0;0,00035;3;610;1;2;138,5;0,015;100;0,023;0,00015;3;3;0,0056;0,00015;3;0;0,8;2;0,248
"Dithianon";"32573 2";0,00809281359661077;12,5;20;27;5100;2,5;10,5;354;2,5;309;10;1;300;8;1;0,07;0,00021;30;0,26;0,00015;30;0,09;2e-05;3;0;0,00035;3;578;1;2;62,7;0,015;100;0,02;0,00015;3;0,05;0,05;0,00015;3;22,3;0,8;2;0,7
"Captan";"32574 2";0,000298859482915096;12,5;20;140;5100;2,5;0,8;354;2,5;2000;10;1;2000;8;1;0,186;0,00021;30;7,1;0,00015;30;1,18;2e-05;3;12,7;0,00035;3;519;1;2;150;0,015;100;0,18;0,00015;3;0,6;0,56;0,00015;3;12,2;0,8;2;0,8
"Difenoconazol";"32574 2";0,0178688860169712;12,5;20;330;5100;2,5;130;354;2,5;2150;10;1;1453;8;1;1,1;0,00021;30;0,77;0,00015;30;0,032;2e-05;3;0;0,00035;3;610;1;2;138,5;0,015;100;0,023;0,00015;3;3;0,0056;0,00015;3;0;0,8;2;0,248
"Iprodione";"32575 1";0,0109002391504729;12,5;20;70;5100;2,5;31,2;354;2,5;2000;10;1;2000;8;1;3,7;0,00021;30;0,66;0,00015;30;1,8;2e-05;3;1;0,00035;3;1000;1;2;112,5;0,015;100;4,1;0,00015;3;2;0,17;0,00015;3;0;0,8;2;0,5
"Atrazin";"32576 2";0,409434616203461;12,5;20;4,3;5100;2,5;70,5;354;2,5;4237;10;1;1869;8;1;4,5;0,00021;30;85;0,00015;30;0,059;2e-05;3;0,019;0,00035;3;79;1;2;100;0,015;100;2;0,00015;3;0;0,25;0,00015;3;0;0,8;2;0,225
"Pyridate";"32576 2";0,00535307472937412;12,5;20;116;5100;2,5;0,8;354;2,5;1269;10;1;2000;8;1;1,01;0,00021;30;0,49;0,00015;30;0,75;2e-05;3;2;0,00035;3;799;1;2;100;0,015;100;0,08;0,00015;3;0,3;0,01;0,00015;3;0;0,8;2;0,225
"Sulcotrione";"32576 2";0,410610642663747;12,5;20;0;5100;2,5;25,15;354;2,5;1350;10;1;5000;8;1;227;0,00021;30;848;0,00015;30;1,2;2e-05;3;0,051;0,00035;3;1000;1;2;125;0,015;100;3,2;0,00015;3;9,5;75;0,00015;3;0;0,8;2;0,1
"Fettsäuren";"32577 1";0;12,5;20;255;5100;2,5;0;354;2,5;2510;10;1;2000;8;1;8,8;0,00021;30;1,2;0,00015;30;0;2e-05;3;0;0,00035;3;105;1;2;25;0,015;100;5;0,00015;3;0;0;0,00015;3;0;0,8;2;0,45
"Metalaxyl";"32578 2";0,211637302973651;12,5;20;7;5100;2,5;36;354;2,5;1466;10;1;669;8;1;0,96;0,00021;30;3,47;0,00015;30;0,42;2e-05;3;85;0,00035;3;1000;1;2;234,5;0,015;100;0;0,00015;3;56;0;0,00015;3;0;0,8;2;0,05
"Metalaxyl";"32579 2";0,211637302973651;12,5;20;7;5100;2,5;36;354;2,5;1466;10;1;669;8;1;0,96;0,00021;30;3,47;0,00015;30;0,42;2e-05;3;85;0,00035;3;1000;1;2;234,5;0,015;100;0;0,00015;3;56;0;0,00015;3;0;0,8;2;0,05
"Metaldehyd";"32580 12";0,00423695491597105;12,5;20;11;5100;2,5;5,1;354;2,5;196;10;1;283;8;1;75;0,00021;30;78,4;0,00015;30;75,9;2e-05;3;0;0,00035;3;1000;1;2;100,25;0,015;100;37,5;0,00015;3;11,5;90;0,00015;3;0;0,8;2;3,5e-05
"Metaldehyd";"32580 2";0,00423695491597105;12,5;20;11;5100;2,5;5,1;354;2,5;196;10;1;283;8;1;75;0,00021;30;78,4;0,00015;30;75,9;2e-05;3;0;0,00035;3;1000;1;2;100,25;0,015;100;37,5;0,00015;3;11,5;90;0,00015;3;0;0,8;2;0,035
"Bacillus subtilis";"32581 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1567
"Quinoclamine";"32582 2";0,040894448781351;12,5;20;0;5100;2,5;26,5;354;2,5;2000;10;1;200;8;1;0,063;0,00021;30;2,15;0,00015;30;0,5;2e-05;3;0,1;0,00035;3;125;1;2;50,375;0,015;100;0,02;0,00015;3;4,6;0,0021;0,00015;3;0;0,8;2;0,5
"Chlormequat (Chlorcholinchlorid) (CCC)";"32583 1";0,138563794422424;12,5;20;0,01;5100;2,5;25,3;354;2,5;441;10;1;115;8;1;100;0,00021;30;31,7;0,00015;30;100;2e-05;3;5,3;0,00035;3;320;1;2;72,7;0,015;100;43,1;0,00015;3;0,5;2,4;0,00015;3;681;0,8;2;0,46
"Trichogramma evanescens";"32585 0";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0
"Beflubutamid";"32586 1";0,031490817978432;12,5;20;230;5100;2,5;29,6;354;2,5;2000;10;1;5000;8;1;1,86;0,00021;30;1,64;0,00015;30;69,2;2e-05;3;0,02;0,00035;3;366;1;2;200;0,015;100;0,11;0,00015;3;18;0,005;0,00015;3;0,17;0,8;2;0,045
"Ioxynil";"32586 1";0,000966438866388854;12,5;20;29;5100;2,5;4;354;2,5;62;10;1;130;8;1;8,5;0,00021;30;3,9;0,00015;30;24;2e-05;3;0,027;0,00035;3;60;1;2;10,1;0,015;100;3,2;0,00015;3;3,5;0,013;0,00015;3;20;0,8;2;0,16
"MCPP-P - Mecoprop-P";"32586 1";0,00441014047091435;12,5;20;3;5100;2,5;5,24;354;2,5;500;10;1;431;8;1;93;0,00021;30;91;0,00015;30;16,2;2e-05;3;1,6;0,00035;3;988;1;2;100;0,015;100;50;0,00015;3;92;22,7;0,00015;3;0;0,8;2;0,35
"Wollwachs (aus Schafwolle)";"32587 1";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,044
"Quinoxyfen";"32588 1";0,00535307472937412;12,5;20;5040;5100;2,5;235,5;354;2,5;2250;10;1;5000;8;1;0,27;0,00021;30;0,08;0,00015;30;0,027;2e-05;3;1,85;0,00035;3;923;1;2;100;0,015;100;0,014;0,00015;3;5;0,028;0,00015;3;2,67;0,8;2;0,0802
"Spiroxamin";"32588 1";0,00535307472937412;12,5;20;79;5100;2,5;30;354;2,5;565;10;1;460;8;1;7,13;0,00021;30;6,1;0,00015;30;0,003;2e-05;3;2,76;0,00035;3;1000;1;2;52,1;0,015;100;0,014;0,00015;3;0,8;0,1;0,00015;3;0;0,8;2;0,4004
