ID,Active,Reference,Mammals Dermal LD50 mg/kg,Mammals dermal <>,Quality Barometer - Mammals Dermal,Mammals Inhalation LC50 mg/l,Mammals Inhalation <>,Quality Barometer - Mammals Inhalation,WHO Classification,CLP classification 2013,CLP classification precautionary statements,EC Risk Classification,EC Safety Classification,General human health issues,Genotoxic?,Carcinogen?,Endocrine distrupter?,Reproduction/development effects?,Acetyl cholinesterase inhibitor?,Neurotoxicant?,Respiratory tract irritant?,Skin irritant,Eye irritant,Handling issues,Acceptable Daily Intake (ADI) mg/kg bw,Quality Barometer - ADI,ARfD mg/kg BW/day,Quality Barometer - ARfD,Acceptable Operator Exposure Level (AOEL) Systemic,Quality Barometer - AOEL,Percutaneous Penetration study %,Quality Barometer - Percutaneous Penetration,Dangerous Substances Directive 76/464,Exposure Routes - Public,Exposure Routes - Occupational,Examples of European MRLs  mg/Kg,MRL Comments,Drinking Water MAC ug/l,MAC ref
"1530","potassium thiocyanate",,"2000",">","A5 Rat",,,,"NL","[None allocated at this time]",,"[Xn - Harmful: R22], [H - Handling: R32], [N - Dangerous for the environment: R51/53]",,"[Thyroid toxicant], [May cause irritation of the digestive tract]","A0; B0; C0; D0; E0","No data","No data","Yes","No data","Possible","No data","Yes","Yes","[Liberates toxic gases when in contact with acids], [Not explosive or oxidising], [Hygroscopic]","None allocated","A5","0.4","A5 Dog, SF=100","None allocated","A5","10","A3 default",,"[Negligible risk to bystanders]","[Safe for operators and other farm workers]",,,,
"1532","2,4,5-trichlorophenoxyacetic acid ",,,,,,,,"O",,,"[Xn - Harmful: R22], [Xi - Irritant: R36/37/38], [N - Dangerous for the environment: R50/53]","[S24, S60, S61]","[Toxic by ingestion and inhalation], [May cause contact dermatitis]","A0; B0; C0; D0; E0","Yes","Possible","Yes","No data","No data","Yes","Yes","Yes","[No information available]",,,,,,,,,,,"[The most probable route of exposure is via inhalation and dermal exposure]",,,,
"1533","sebuthylazine","GS 13528",,,,,,,"NL",,,"[H - Handling risks: R11], [Xn - Harmful: R20/21/22], [Xi - Irritant: R36]","[S16, S26, S36]","[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No","No data","No data","No data","Yes","[Extremely flammable], [IMDG Transport Code is usually 3]",,,,,,,,,,,,,,,
"1535","isodrin","ENT 19244","23.0",,"V3 Rat",,,,"O",,,"[T+ - Very toxic: R26/27/28], [N - Dangerous for the environment: R50, R53]","[Not classified: Obsolete]","[May cause respiratory depression and convulsions leading to coma], [Liver and CNS toxicant], [May cause headache, nausea, vomiting, dizziness, and tremors]","A0; B0; C0; D0; E0","No data","Yes","Yes","No","Yes","Yes","Yes","Yes","[Unstable and may react with UV light, oxidising agents, phenols and acids], [May decompose at high temperatures to produce toxic gases]",,,,,,,,,,,"[May be absorbed by inhalation, ingestion or skin absorption]",,,,
"1537","demeton","ENT 17295","8.2",,"F4 Rat",,,,"O",,,"[Not classified: Obsolete]","[Not classified: Obsolete]","[No further information available]","A0; B0; C0; D0; E0","No data","No","Yes","Yes","Yes","No data","No data","No data","[No information available]",,,,,,,,,,,"[May be absorbed from the gastrointestinal tract, skin, and by inhalation] ",,,,
"1539","mepiquat",,,,,,,,"II","[Health: H302], [Environment: H412]",,"[Xn - Harmful: R22], [N - Dangerous for the environment: R52, R53]","[S2, S61]","[Moderately toxic]","A0; B0; C0; D0; E0","No","No data","No","No","No","Possible","Possible","Possible","[Prevent generation of mists]","0.2","A5","0.3","A5","0.3","A5",,,,"[Minimal risk from dietary exposure], [Risk assessment indicates ARfD would not normally be exceded]","[Risk of exposure acceptable under label recommendations for use for personal protection clothing and equipment]",,,,
"1540","glufosinate","HOE 00661",,,,,,,"II","[Health: H302, H312, H332, H360FD, H373]",,"[Xn - Harmful: R22]","[S2]","[No further information available]","A0; B0; C0; D0; E0","No","No","Yes","No","Yes","No","Possible","Possible","[IMDG Transport Code is 6.1]","0.021","A5","0.021","A5","0.0021","A5",,,"List I",,"[Risk of exposure acceptable under label recommendations for use for personal protection clothing and equipment]",,,,
"1541","diquat",,"400",">","V3 Rat",,,,"II","[Health: H335, H302, H317, H330, H372, H315, H319], [Environment: H400, H410]",,"[T+ - Very toxic: R26], [T - Toxic: R48/25], [Xn - Harmful: R22, R43], [Xi - Irritant: R36/37/38], [N - Dangerous for the environment: R50, R53]","[S1/2, S28, S36/37/39, S45, S60, S61]","[Potential liver, kidney, stomach and intestine toxicant]","A0; B0; C0; D0; E0","No","No data","No","No","No","Yes","Yes","Yes","[IMDG Transport Code is usually 8]","0.002","A5","None allocated","A5","0.001","A5",,,,"[Slight risk of dietary exposure]",,,,,
"1544","demeton-O-methyl","ENT 18862",,,,,,,"NL",,,"[T - Toxic: R24/25], [N - Dangerous for the environment: R51, R53]","[S1/2, S28, S36/37, S45, S61]","[No further information available]","A0; B0; C0; D0; E0","No","No","Possible","Yes","Yes","Possible","Yes","Yes","[Combustible]",,,,,,,,,"List I",,"[May be absorbed through the skin or via inhalation]",,,,
"1546","propamocarb","SN 39744",,,,,,,"U","[Health: H302]",,"[Xn - Harmful: R22]",,"[Possible weak skin sensitiser], [Endocrine issues - Weak increase of aromatase activity and estrogen production]","A0; B0; C0; D0; E0","No data","Possible","No data","No","Possible","No data","Yes","No","[Not flammable or explosive]","0.29","A5","1.0","A5","0.29","A5",,,,,,,,,
"1548","fosetyl",,,,,,,,"NL","[Health: H318]",,"[Xn - Harmful: R41]","[S2, S26, S39, S46]","[No further information available]","A0; B0; C0; D0; E0","Possible","No data","No","Possible","Possible","Yes","No","Yes","[No information available]","3.0","A5","Not allocated","A5","5.0","A5",,,"List I",,,,,,
"1549","methoprotryne","G 36393","150",">","V3 Rat",,,,"U",,,"[Xn - Harmful: R22], [Xi - Irritant: R36/38]","[S26/28]","[Possible liver and kidney toxicant]","A0; B0; C0; D0; E0","No data","No data","No data","No","No data","Yes","Yes","Yes","[No information available]",,,,,,,,,,,,,,,
"1550","flupoxam","MON 18500","2000",">","E3 Rabbit",,,,"NL",,,"[N - Dangerous for the environment: R51, R53]","[S61]","[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1551","asulam","M and B 9057","2000",">","A5 Rat","5.46",">","A5, 4 hr (whole body)","III",,,"[Xn - Harmful: R43], [N - Dangerous for the environment: R52]",,"[Kidney, thyroid and blood toxicant], [USEPA - some evidence to suggest human carcinogen]","A3; B0; C0; D0; E0","Possible","No data","Yes","No data","No data","Yes","Yes","Yes","[Not explosive or oxidising], [IMDG Transport Code is usually 9]","0.36","A5 Rat, SF=100","1.0","A5 1yr Dog, SF=100","0.46","A5 Rat, SF=100","0.5-3.0","A5 concentration dependent",,,,,,,
"1552","bensulfuron","IN-R9419",,,,,,,"U",,,"[Reproduction risk category 3: R63], [Xn - Harmful: R43], [N - Dangerous for the environment: R50, R53]","[S35, S57, S60, S61]","[Possible liver toxicant]","A0; B0; C0; D0; E0","No","No","Possible","No data","No data","No data","No","No","[Not explosive or oxidising]","0.2","A5","None allocated","A5","0.12","A5",,,,,,,,,
"1553","flupyrsulfuron",,,,,,,,"U","[Environment: H400, H410]",,"[N - Dangerous for the environment: R50, R53]","[S60, S61]","[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No","No data","Yes","Yes","Yes","[No information available]","0.035","A5","None allocated","A5","0.08","A5",,,,,,,,,
"1554","iodosulfuron",,,,,,,,"NL","[Environment: H400, H410]",,"[N - Dangerous for the environment: R50, R53]","[S60, S61]","[No further information available]","A0; B0; C0; D0; E0","No","No data","No data","No data","Yes","Yes","Yes","Yes","[No information available]","0.03","A5","Not allocated","A5","0.05","A5",,,,,,,,,
"1556","tribenuron","IN-R9803",,,,,,,"U","[Health: H317], [Human: H400, H410]",,"[Xi - Irritant: R43]",,"[No further information available]","A0; B0; C0; D0; E0","Possible","No data","No","No","No","Yes","Yes","Yes","[No information available]","0.01","A5","0.2","A5","0.07","A5",,,,,,,,,
"1557","triflusulfuron",,,,,,,,"NL","[Health: H351], [Environment: H400, H410]",,"[Carcinogen category 3: R40]",,"[May affect body weight and food intake], [Possible liver toxicant]","A0; B0; C0; D0; E0","Possible","No data","No","No","No data","Yes","Yes","Yes","[No information available]","0.04","A5","1.2","A5","0.04","A5",,,,,,,,,
"1558","pyraflufen",,,,,,,,"NL","[Environment: H400, H410]",,"[N - Dangerous for the environment: R50, R53]","[S60, S61]","[No further information available]","A0; B0; C0; D0; E0","No","No data","No","No","No","No","Yes","Yes","[Corrosive]",,,,,,,,,,,,,,,
"1559","propoxycarbazone",,,,,,,,"NL","[Environment: H400, H410]",,"[N - Dangerous for the environment: R50, R53]",,"[Possible kidney or adrenals toxicant]","A0; B0; C0; D0; E0","No","No data","Possible","No","No data","No data","No","Possible","[No information available]","0.4","A5","None allocated","A5","0.3","A5",,,,,,,,,
"878","paraffin oil (C15-C30) (4b)",,,,,,,,"NL","[Health: H350]",,"[Carcinogen category 2: R45]","[S45, S53]","[No further information available]","A0; B0; C0; D0; E0","Yes","No","No","No","No","Possible","No","No","[No information available]","None allocated","A5","None allocated","A5","None allocated","A5",,"A3 poor dermal penetration",,"[No unacceptable exposure for bystanders is foreseen]","[No unacceptable exposure for operators and other farm workers is foreseen with the use of appropriate PPE/PPC]",,,,
"965","paraffin oil (C11-C30) (4c)",,,,,,,,"NL","[Health: H350]",,"[Carcinogen category 2: R45]","[S45, S53]","[No further information available]","A0; B0; C0; D0; E0","Yes","No","No","No","No","Possible","No","No","[No information available]","None allocated","A5","None allocated","A5","None allocated","A5",,"A3 poor dermal penetration",,"[No unacceptable exposure for bystanders is foreseen]","[No unacceptable exposure for operators and other farm workers is foreseen with the use of appropriate PPE/PPC]",,,,
"1014","triapenthenol","NTN 811","5000",">","Q3 Rat","0.3","=","Q3 Rat","O","[None allocated at this time]",,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1034","buminafos","CKB 1028A ","12000",">","V3 Rat","2.0",">","E3 Rat, 4 hr","NL","[Health: H331]","[P261, P311]","[T - Toxic: R23, R24/25]",,"[Toxic if inhaled, ingested or absorbed through the skin], [May cause heavy salivation and secretion in the lungs, lachrymation, blurred vision and possibly coma and death]","A0; B0; C0; D0; E0","No","No data","No data","Yes","Yes","No data","No data","Yes","[Incompatible with strong oxidising agents], [Hazardous decomposition products may be emitted in a fire]",,,,,,,,,"List I",,,,,,
"1334","aramite","ENT16519",,,,,,,"O","[Not classified: Obsolete]",,"[Not classified: Obsolete]",,"[Gastrointestinal and liver toxicant], [IARC Group 2b carcinogen]","A0; B0; C0; D0; E0","Yes","No data","No data","No data","No data","No data","Yes","Yes","[No information available]",,,,,,,,,,"[Public and consumer exposure should be very low since aramite has been discontinued and currently has little commercial interest.]","[Occupational exposure should be very low since aramite has been discontinued and currently has little commercial interest.]",,,,
"1510","asomate",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","Yes","No data","[No information available]",,,,,,,,,,,,,,,
"1561","chloretazate",,,,,,,,"NL","[Not classified: Obsolete]",,"[Not classified: Obsolete]",,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1562","chlorphonium chloride",,"750",">","L3 Rabbit","1.75",,"Q3 Rat, 4 hr","II","[Health: H301, H312, H315, H319]",,"[T - Toxic: R25],  [Xn - Harmful: R21], [Xi - Irritant: R36/38]","[S36, S37, S39, S45]","[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No","Yes","Yes","[IMDG Transport Code is 6.1]",,,,,,,,,"List I",,,,,,
"1563","dimexano",,,,,,,,"O","[Health: H302], [Environment: H400, H410]",,"[Not classified: Obsolete]","[Not classified: Obsolete]","[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1565","fosthietan","CL 64475","15.5",,"V3 Rat",,,,"O","[Human: H300, H310]",,"[T+ - Very toxic: R27/28]","[S1/2, S36/37, S45]","[Very toxic]","A0; B0; C0; D0; E0","No data","No data","No data","Yes","Yes","No data","Yes","Yes","[Containers may explode if heated], [Not compatible with strong oxidsers]",,,,,,,,,"List I","[Public and consumer exposure should be low or non-existent since fosthietan is no longer produced or used.]","[Occupational exposure should be low or non-existent since fosthietan is no longer produced or used.]",,,,
"1570","difunon",,,,,,,,"U",,,"[N - Dangerous for the environment: R52, R53]","[S60, S61]","[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1572","tebupirimfos","Bay Mat 7484","9.4",">","L3 Rat","36",">","L3 Rat (aerosol)","Ia",,,"[T+ - Highly toxic: R27/27/28], [N -Dangerous for the environment: R50/53]","[S28, S36/37, S45, S60, S61]","[Toxic], [CNS toxicant], [High doses can cause respiratory paralysis and death]","A3; B0; C0; D0; E0","No","No data","No data","Yes","Yes","No data","Yes","Yes","[IMDG Transport Code is 6.1]","0.0002","L3",,,,,,,"List I",,"[Occupational exposure  may occur through inhalation and dermal contact]",,,,
"1574","ethanamine","HSDB 7282",,,,,,,"NL",,,"[Xi - Irritant: R36/37/38]",,"[No further information available]","A0; B0; C0; D0; E0","No","No data","No","No data","Yes","No data","Yes","Yes","[No information available]",,,,,,,,,,,,,,,
"1575","methylarsonic acid",,,,,"2.2",,"L3 Rat, 4 hr","III",,,"[T - Toxic: R23, R25], [N - Dangerous for the environment: R50/53]","[S1/2, S20/21, S28, S45, S60, S61]","[May cause abdominal pain, diarrhoea and vomiting if ingested], [Possible kidney and liver toxicant], [IARC group 2B carcinogen]","A0; B0; C0; D0; E0","Yes","No data","No data","No","No data","Yes","Yes","Yes","[Emits toxic and irritating fumes in a fire]",,,,,,,,,,,,,,,
"1577","furilazole","MON 13900","5000",">","L3 Rat","2.3",,"L3 Rat","NL",,,"[Xn - Harmful: R55], [Xi - Irritant: R36/37/38], [N - Dangerous for the environment: R52]","[None]","[May cause decreases in body weight], [May cause haematological and histopathological effects], [Liver and Kidney toxicant], [USEPA - probable human carcinogen]","A0; B0; C0; D0; E3","Possible","No data","No","No","No data","Yes","Yes","Yes","[No information available]",,,,,,,,,,,,,,,
"1578","flufenpyr-ethyl","S 3153","5000",">","F4 Rat","5.0",">","F4 Rat","NL",,,,,"[Kidney and liver toxicant]","A0; B0; C0; D0; E3","No","Possible","Possible","No","No data","No data","No","No","[No information available]",,,,,,,,,,,,,,,
"1579","cloprop",,"2000",">","L3 Rabbit",,,,"NL","[Health: H302, H315, H319, H335]","[P261, P305, P351, P338]","[Xi - Irritant: R36/37/38]","[S26, S36]","[May cause irritation of the digestive tract], [May be harmful if swallowed]","A0; B0; C0; D0; E0","Possible","No data","No data","No data","No data","Yes","Yes","Yes","[No information available]",,,,,,,,,,"[Low risk as no longer used]","[Dermal absorption is an important route of exposure however as this substance is largely obsolete risk is low]",,,,
"1580","oxaziclomefone",,"2000",">","R4 Rat",,,,"O","[Not classified: Obsolete]",,"[Not classified: Obsolete]",,"[No further information available]","A0; B0; C0; D0; E3","No data","No data","No","No","No data","No data","No","Possible","[No information available]",,,,,,,,,,,,,,,
"1581","pyriminobac-methyl","KIH-6127","2000",">","L3 Rat","5.5",">","L3 Rat","U",,,,,"[No information available]","A3; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]","0.009","L3",,,,,,,,,,,,,
"1582","fluxofenim","CGA 133205","2020",">","L3 Rat","4.0",,"E3 Rat, 4 hr","II",,,"[Xn - Harmful: R21/22]",,"[Prolonged inhalation may cause headache, dizziness, breathing difficulty, or nausea], [Liver, kidney and thyroid toxicant]","A0; B0; C0; D0; E0","No data","No data","No","No data","No data","Yes","Yes","Yes","[Combustable], [Can decompose at high temperatures forming toxic gases.]",,,,,,,,,,,,,,,
"1583","oxabetrinil","CGA 92194","5000",">","L3 Rat","1.45",,"L3 Rat, 4 hr","U","[None allocated at this time]",,"[None allocated at this time]",,"[No further information available]","A0; B0; C0; D0; E3","No","No data","No data","No","No","No data","Yes","Yes","[No information available]",,,,,,,,,,,,,,,
"1586","amidithion","ENT 27160 ","1600",">","Q3 Rat",,,,"O",,,"[Xn - Harmful: R22]","[S2, S24, S36]","[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1587","bufencarb","RE-5353","163",,"Q3 Rat",,,,"O",,,"[T - Toxic: R24/25], [N - Dangerous for the environment: R50-53]","[S1/2, S28, S36/37, S45, S60, S61]","[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","Yes","Yes","No data","No data","No data","[May decompose when exposed to sunlight]",,,,,,,,,,,"[May be absorbed through the skin]",,,,
