ID,Active,Reference,Alias1,Alias2,Alias3,Alias4,Alias5,Alias6,Alias7,Alias8
"2843","profluralin","CGA 10832",,,,,,,,
"2844","proglinazine","MG-07",,,,,,,,
"2845","proglinazine ethyl",,,,,,,,,
"2847","prothidathion","GS 13010",,,,,,,,
"2848","proximpham",,"proximphan","acetone O-carbaniloyloxime ",,,,,,
"2849","pyracarbolid","Hoe 13764","Hoe 02989","Hoe 6052","Hoe 6053","pyracarbolide",,,,
"2850","quinonamid","Hoe 02997",,,,,,,,
"2851","enoxastrobin","SYP-Z071","enestroburin","xiwojunzhi",,,,,,
"2852","terallethrin","M-108",,,,,,,,
"2853","tetcyclacis","BAS 106W","tetracyclacis",,,,,,,
"2854","aspon","ASP-51","NPD","ENT 16894",,,,,,
"2855","thidiazimin","SN 124085",,,,,,,,
"2857","zarilamid","ICIA001","PP001","zarilamide",,,,,,
"2859","triarathene","UBI-T930",,,,,,,,
"2860","2,6-dichloro-N-((4-(trifluoromethyl)phenyl)methyl-benzamide","XRD-563",,,,,,,,
"2861","xylachlor","AC 206784","xylachlore","CL 206784",,,,,,
"2863","fluoromidine","NC-4780 ","fluromidine",,,,,,,
"2871","mipafox",,,,,,,,,
"2872","nitrilacarb",,"ethienocarb","pentanenitrile",,,,,,
"2875","pyramat","ENT 19059","pyramate","Geigy G-23330",,,,,,
"2876","quinothion",,,,,,,,,
"2877","sodium arsenite",,"sodium metaarsenite","arsenenous acid, sodium salt","meta-arsenite",,,,,
"2878","thiapronil","SN 72129",,,,,,,,
"2879","cacodylic acid",,"dimethylarsenic acid","arsecodile","DMAA","Agent blue","hydroxydimethylarsine oxide",,,
"2880","cisanilide",,,,,,,,,
"2881","cyperquat",,,,,,,,,
"2882","cyperquat chloride",,,,,,,,,
"2883","delachlor","CP 52553",,,,,,,,
"2884","dimidazon",,,,,,,,,
"2885","dipropalin",,"L-35355",,,,,,,
"2886","dimethyl disulfide",,"DMDS","dithioether","dimethyl disulphide",,,,,
"2887","erbon",,"ERBN","pentanate",,,,,,
"2888","ethiozin","SMY 1500","BAY-SYM 1500","ebuzin","ethyl metribuzin",,,,,
"2890","debacarb",,"2-EEEBC",,,,,,,
"2891","decafentin","CELA A-36","Ca 6830",,,,,,,
"2892","ethylmercury bromide",,"ethylmercuric bromide",,,,,,,
"2893","clopyralid monoethanolamine salt",,"clopyralid-olamine","clopyralid MEA","clopyralid, amine salt",,,,,
"2895","fluensulfone","BYI 01921","MCW-2",,,,,,,
"2904","mecarbinzid",,,,,,,,,
"2905","methylene bisthiocyanate",,"MBT","methylene dithiocyanate","methylene bis(thiocyanate)",,,,,
"2907","diniconazole-M",,,,,,,,,
"2681","phosametine","LS830556","huangcaoling",,,,,,,
"2908","furalaxyl-M",,,,,,,,,
"2913","arsenic acid",,,,,,,,,
"2582","metepa","ENT 50003 ","methaphoxide","metapoxide","methyl aphoxide",,,,,
"2583","methiotepa","ENT 50782","methanation","methicillin",,,,,,
"2587","dipropetryn","GC 16068",,,,,,,,
"2588","eglinazine-ethyl","MG-06",,,,,,,,
"2589","sulfallate","CP4742","CDEDC","thioallate",,,,,,
"2590","huanjunzuo",,"SSF-109",,,,,,,
"2591","epofenonane","Ro 10-3108","Compound 42",,,,,,,
"2592","flufenerim",,,,,,,,,
"2593","heterophos",,"heterofos",,,,,,,
"2594","protrifenbute",,"F 7869","FMC 111869",,,,,,
"2596","triprene","ENT 70513 ","ZR-619",,,,,,,
"2916","metoxadiazone",,"resorcinal",,,,,,,
"2917","flucofuron",,,,,,,,,
"2918","meperfluthrin",,"lvfumijvzhi",,,,,,,
"2919","renofluthrin",,,,,,,,,
"2920","triafamone","AE 1887198",,,,,,,,
"2921","clacyfos","HW02","lvxiancaolin","lüxiancaolin",,,,,,
"2922","flometoquin","ANM-138",,,,,,,,
"2660","alloxydim sodium",,,"NP-48",,,,,,
"2923","azoluron",,,,,,,,,
"2924","dibutyl phthalate",,,"DMP",,,,,,
"2925","ethylchlozate",,,"IZAA",,,,,,
"2926","fluoroimide",,,"fluoromide",,,,,,
"2927","DCIP",,,,,,,,,
"2928","probenazole",,"PBZ",,,,,,,
"2929","copper naphthenate",,,,,,,,,
"2930","oxine-copper",,"copper quinolate","oxine-Cu",,,,,,
"2931","flamprop-methyl",,,,,,,,,
"2932","flurenol-butyl",,"flurecol butyl","flurenol","flurecol",,,,,
"2934","fosamine ammonium",,,,,,,,,
"2935","thiophanate",,"thiophanate","thiofanate","banrot","thiophanate ethyl",,,,
"2940","clofibric acid",,"clofibrinic acid",,,,,,,
"2941","2,3,5-tri-iodobenzoic acid",,"triiodobenzoic acid","TIBA",,,,,,
"2942","2,4-DEP",,"3Y9",,,,,,,
"2943","chlorphonium",,"chlorphonium chloride",,,,,,,
"2944","fluoridamid",,"fluoridamide",,,,,,,
"2945","prohydrojasmon",,"PDJ",,,,,,,
"2946","tiaojiean",,,,,,,,,
"2947","pyripropanol",,"pyridinepropanol",,,,,,,
"2948","bachmedesh",,,,,,,,,
"2949","furalane",,"furfural ethylene acetal",,,,,,,
"822","pyrazachlor","A-23703","CMNP",,,,,,,
"2988","D-D","ENT 8420",,,,,,,,
"2990","2-methoxyethylmercury chloride","LS-685","MEMC","OR014538",,,,,,
"2992","perthane",,"ethylan","p,p'-ethyl-ddd",,,,,,
"2993","pyranocoumarin",,"cumopyran","cyclocumarol","cumopyrin",,,,,
"2994","pyridinitril",,"DDPP",,,,,,,
"2995","sodium monochloroacetate",,"sodium chloroacetate",,,,,,,
"2996","sodium pentaborate",,"boron sodium oxide",,,,,,,
"2999","thioquinox","BAY 30686","chinothionat","quinothionate","ENT-25579",,,,,
"3022","cycloprate","ZR 856","cyclopropate","TF-5166",,,,,,
"3023","dimetachlone","S-47127","dimethachlon","N-3,5-dichlorophenylsuccinimide",,,,,,
"3024","dioctyldiethylenetriamine",,"xinjunan",,,,,,,
"3025","2-diethylaminoethyl hexanoate","DA-6",,,,,,,,
"3026","2,4-D-dimethylammonium",,"2,4-D dimethyl amine salt",,,,,,,
"3027","imidaclothiz",,,,,,,,,
"3028","beta-endosulfan",,"endosulfan II","alpha-thionex","beta-thiodan","endosulfan 2",,,,
"3029","ethylicin",,,,,,,,,
"3030","carfentrazone",,,,,,,,,
"3031","chlorimuron",,,,,,,,,
"3033","pyrimorph",,,,,,,,,
"3034","SYP-1924","SYP-1924","Kui Cao Xi",,,,,,,
"3037","propamidine",,,,,,,,,
"3038","2-allyphenol",,"O-allyphenol",,,,,,,
"3050","cis-propiconazole","CGA 93950",,,,,,,,
"3051","trans-propiconazole","CGA 93951",,,,,,,,
"3061","parinol","EL 241","parnon",,,,,,,
"3063","pydanon",,,,,,,,,
"3064","triacontanol",,"melissyl alcohol","myricyl alcohol","1-hydroxytriacontane ",,,,,
"3065","silatrane",,"p-chlorophenylsilatrane","5-(4-chlorophenyl)silatrane",,,,,,
"3067","bromoxynil butanoate",,"bromoxynil butyrate",,,,,,,
"3068","amidoflumet","S-1955",,,,,,,,
"3069","dimefluthrin",,,,,,,,,
"3070","pyflubumide",,,,,,,,,
"3071","pyrafluprole",,,,,,,,,
"3072","pyribencarb",,,,,,,,,
"3073","fenpicoxamid","XDE 777","X772777","XR-777","UK 2A procide","Antibiotic UK 2A procide","GF-2925","lyserphenvalpyr",,
"3080","tolprocarb",,,,,,,,,
"3081","daimuron",,"dymron","dimuron",,,,,,
"3086","pydiflumetofen","SYN 545794","adepidyn ",,,,,,,
"3087","pyraziflumid","NNF-0721",,,,,,,,
"3088","dipymetitrone","BCS-BB98685",,,,,,,,
"3089","kappa-bifenthrin",,"k-bifenthrin",,,,,,,
"3090","kappa-tefluthrin",,"k-tefluthrin",,,,,,,
"3091","broflanilide","MCI-8007",,,,,,,,
"3092","dicloromezotiaz","DPX-RDS63",,,,,,,,
"3093","inscalis",,,,,,,,,
"3094","quinofumelin","ARK-3010",,,,,,,,
"3095","ipfentrifluconazole",,,,,,,,,
"3097","florpyrauxifen-benzyl","XDE-848 BE","XR-848",,,,,,,
"3098","mefentrifluconazole","BAS 750F",,,,,,,,
"3099","dichlobentiazox","KIF-1629",,,,,,,,
"3102","tolpyralate","SL-573",,,,,,,,
"3105","paichongding",,,,,,,,,
"3106","bismerthiazol",,,,,,,,,
"3107","guadipyr",,,,,,,,,
"3108","saisentong",,,,,,,,,
"3114","(R)-flutriafol",,,,,,,,,
"3115","(S)-flutriafol",,,,,,,,,
"3116","dichlorprop-P 2-ethylyhexyl ester","CA2134","2,4-DP EHE","dichlorprop-P 2-EHE",,,,,,
"3136","copper abietate",,"cupric abietate",,,,,,,
"2933","formetanate hydrochloride",,"formentanate monohydrochloride",,,,,,,
"3140","p,p'-DDT",,"clofenotane",,,,,,,
"3141","o,p'-DDT",,"DDT (R)-isomer",,,,,,,
"3142","o,o'-DDT",,,,,,,,,
"3151","brucine",,"Brucinium",,,,,,,
"2055","chloramidophos",,"chloramidofos",,,,,,,
"3154","cyhalodiamide","ZJ4042","lüfuqingchongxianan",,,,,,,
"3156","ferric pyrophosphate",,,,,,,,,
"3160","sodium monofluoroacetate ",,"SFA","Compound 1080","sodium fluoroacetate","1080",,,,
"3161","24-epibrassinolide",,"epibrassinolide",,,,,,,
"3169","cartap hydrochloride",,,,,,,,,
"3170","fluxametamide","NC-515","A253",,,,,,,
"3173","chloroprallethrin",,,,,,,,,
"3174","epsilon-momfluorothrin","S-1563",,,,,,,,
"3175","epsilon-metofluthrin","S-1264",,,,,,,,
"3176","fluazaindolizine","DPX-Q8U80","Q8U80",,,,,,,
"3180","isoflucypram",,,,,,,,,
"214","dichlobenil","H 133","dichlorbenil","DCBN",,,,,,
"219","dichlorprop-P","BAS 044H","AHM867","2,4-DP-P","CA3121",,,,,
"220","dichlorvos","OMS 14","DDVP","dichlorfos","DDVF","denkavepon","vapona",,,
"226","dieldrin","ENT 16225 ","dieldrex","dieldrite","SD 3417","dieldrine",,,,
"4","2,4-D","L 208","2,4 PA","2,4-dichlorophenoxyacetic acid","aqualin","hedonal",,,,
"20","aldicarb sulfone",,"aldoxycarb","aldoxycarbe","sulfocarb","ENT AI3 29261 ","UC 21865","aldicarb sulfure",,
"116","carbendazim","BAS 346F","carbendazol","carbendazim (MBC)","carbendazime","MBC",,,,
"118","carbofuran","OMS 864","ENT 27164","FMC 10242","BAY 70143","D 1221",,,,
"171","clothianidin","CGA 322704","Tl 435","HSDB 7281","thiamethoxam metabolite",,,,,
"195","cyhexatin","OMS 3029","tricyclohexyltin hydroxide","ENT 27395-X",,,,,,
"96","bromoxynil","ENT 20852","butil chlorofos","bromotril","bromoxynil phenol",,,,,
"244","dimethoate","OMS 94","phosphamide","fosamid","OMS 111","ENT 24650",,,,
"273","ethanethiol",,"ethyl mercaptan","thioethyl alcohol ",,,,,,
"276","ethion","ENT 24105","diethion","diéthion","dietion","FMC 1240","NIA 1240 ",,,
"277","ethirimol","PP149","ethyrimol",,,,,,,
"317","flamprop",,,,,,,,,
"377","haloxyfop-P","DE 535 acid","haloxyfop-R","haloxyfop-P acid","haloxyfop-R acid",,,,,
"380","hexachlorobenzene","ENT 1719","HCB","perchlorobenzene",,,,,,
"402","ioxynil","ACP 63-303","M&B 8873","jioxynil","bantrol","ioxynil phenol",,,,
"427","MCPA","BAS 009H","metaxon","BAS 101H","BAS 141H","MCP",,,,
"453","methamidophos","ENT 27396","acephate-metabolite","SRA 5172","BAY 71628",,,,,
"458","methomyl","OMS 1196","DPX X1179",,,,,,,
"470","metsulfuron-methyl","DPX T6376","metsulfuron","IN T6376",,,,,,
"492","omethoate","ENT 25776","dimethoate-met","dimethoxon",,,,,,
"500","oxycarboxin","F 461","oxycarboxine","carboxin sulfone","plantvax","carboxin M06",,,,
"535","primisulfuron",,,,,,,,,
"578","quinmerac","BAS 518H",,,,,,,,
"624","terbutryn","GS 14260","terbutryne",,,,,,,
"642","thiram","ENT 987","thiuram","TMTD","thylate","TMTDS",,,,
"649","triadimenol","BAY KWG 0519",,,,,,,,
"747","cyhalofop",,"cyhalofop acid",,,,,,,
"755","DDD","ENT 4225","dichlorodiphenyldichloroethane","tetrachlorodiphenylethane","TDE","p,p'-DDD","ME-1700",,,
"764","diclofop","AE F021079","diclofop acid","diclofop free acid","HOE 021079",,,,,
"877","cloxyfonac",,"hydroxy-MCPA","HMCPA",,,,,,
"883","mesosulfuron","AE F154851","mesosulfuron acid",,,,,,,
"887","methyl isothiocyanate","SN-32866","methyl mustard oil","MITC","isothiocyanic acid methyl ester","MIT","R014821",,,
"972","thifensulfuron","IN-L9225","thifensulfuron acid",,,,,,,
"799","fenthion sulfoxide","BAY S 2281","mesulfenfos","mesulfenos ","fensulfoxide",,,,,
"813","fluazifop-P","R156172","fluazifop-P acid",,,,,,,
"819","acifluorfen","RH 5781","acifluorofen","acifluorfen metabolite","lactofen metabolite","PPG 847","carbofluorfen",,,
"940","etaphos",,"etaphos","prothiofos-oxon","ethaphos",,,,,
"944","pyridafol","CL 9673","pyridate metabolite",,,,,,,
"1004","fenoxaprop-P","AE-F088406","HOE 088406",,,,,,,
"1066","haloxyfop","DOWCO 453",,,,,,,,
"1172","naproanilide",,"naproanalide","BRN 2746253",,,,,,
"1183","fenobucarb","Bayer 41367C","BRN 2052332","BPMC",,,,,,
"1293","chlordecone","ENT 16391","clordecone","decachloroketone","kepone",,,,,
"1416","clodinafop","CGA 193469",,,,,,,,
"1456","phosphine",,"phosphamine","phosphorus trihydride","phosphane",,,,,
"1496","strobane","ENT 19442","chlorten",,,,,,,
"1508","semiamitraz hydrochloride","BTS-27271","U40481",,,,,,,
"1534","demeton-S-methyl sulfone",,"demeton-S-methyl sulphone ","demeton-S-methylsulphon ","methylsystox sulfone",,,,,
"1542","imazamethabenz","AC 263840","CL 263840","imazamethabenz acid",,,,,,
"1545","demeton-O-methyl sulfone",,"methylsystox sulfone ","demeton-O-methyl sulphone ","demeton-O-methylsulphon ",,,,,
"1555","metsulfuron",,"metsu 453",,,,,,,
"1729","1-naphthylacetamide",,"1-NAD","alpha-naphthylacetamide","alpha-NAA amide",,,,,
"2413","chlorazifop",,,,,,,,,
"2415","chlorfluren",,,,,,,,,
"2420","difenopenten","XE-773","KK-80",,,,,,,
"2425","ethoxyfen","HC-252","ethoxycarbofen",,,,,,,
"2427","fenthiaprop","HOE 43336","fentiaprop",,,,,,,
"2442","morfamquat","PP 745",,,,,,,,
"2444","piproctanyl",,"glyphosate diammonium",,,,,,,
"2560","nornicotine",,"dimethylnicotine",,,,,,,
"2630","halauxifen","X11393729",,,,,,,,
"2686","pyridafol-O-methyl","CL-9869","pyridate metabolite",,,,,,,
"2870","mazidox",,,,,,,,,
"3096","florpyrauxifen","X11438848","XDE-848 acid",,,,,,,
"359","formaldehyde",,"formalin","methanal","methyl aldehyde","methylene oxide","paraformaldehyde",,,
"963","2,4,5-trichlorophenol",,"2,4,5-T","2,4,5-TCP","trichlorophenol","TCP",,,,
"205","deltamethrin","OMS 1998","decamethrin","deltamethrine","AE F032640",,,,,
"108","calcium carbonate",,"marble dust","calcite","limestone",,,,,
"25","aluminium ammonium sulphate",,"aluminium ammonium sulfate","ammonium alum",,,,,,
"1330","1-naphthylacetic acid",,"NAA","alpha-NAA","naphthylacetic acid","1-NAA",,,,
"2135","zinc borate",,"boric acid, zinc salt","Firebrake ZB",,,,,,
"2518","1,4-dimethylnaphthalene",,"1,4-DMN","DMN",,,,,,
"2134","disodium octaborate tetrahydrate",,"boron sodium oxide","sodium octaborate","DOT","aquabor",,,,
"2136","boric acid",,"hydrogen borate","boracic acid","orthoboric acid","acidium boricum","sassolite",,,
"305","fenpiclonil","CGA 142705",,,,,,,,
"382","hexaconazole","PP 523",,,,,,,,
"387","hydrogen peroxide",,"hydrogen dioxide","dioxidane","hydroperoxide","hioxyl","albone",,,
"423","mancopper",,"ethylenebis(dithiocarbamate) with 13.7% Mn and 4% Cu ","dithane C90",,,,,,
"435","mepanipyrim","KUF 6201","KIF 3535",,,,,,,
"594","sodium carbonate",,"disodium carbonate","soda ash","trona",,,,,
"605","sulphur","SAN 7116","sulfur","BAS 1750F","brimstone",,,,,
"634","thidiazuron","SN 49537","TDZ",,,,,,,
"1283","cyprosulfamide",,,,,,,,,
"1288","diclobutrazol","PP296","dicyclobutrazole",,,,,,,
"1321","zinc oxide",,"zinc white",,,,,,,
"1336","hexadecanoic acid",,"palmitic acid","pentadecanecarboxylic acid","cetylic acid","hexadecylic acid","n-hexadecanoic acid",,,
"1341","propionic acid",,"metacetonic acid","carboxyethane","ethylformic acid",,,,,
"1340","2-phenylphenol",,"O-phenylphenol","2-hydroxybiphenyl","phenyl-2 phenol","o-xenol","OPP",,,
"1350","carbon tetrachloride","ENT 4705","tetrachlorocarbon","methane tetrachloride","tetrachloromethane","carbon chloride",,,,
"1361","1,2-benzisothiazolin-3-one",,"IPX","BIT","benzisothiazolin",,,,,
"1399","iron sulphate",,"iron sulfate","iron (II) sulphate","ferrous sulphate","ferrous sulfate",,,,
"1467","butanethiol",,"butyl mercaptan","thiobutyl alcohol ","SBU",,,,,
"1493","sodium hypochlorite",,"sodium oxychloride","soda bleach","liquid bleach","chloros",,,,
"1531","heptamaloxyloglucan","EL101GV","PEL101GV",,,,,,,
"1560","fenchlorazole-ethyl","HOE 070542","fenchlorazole-Et ",,,,,,,
"988","didecyldimethylammonium chloride","P0151","DDAC",,,,,,,
"1566","furmecyclox","BAS 389F","furmetamide","GUS 215","xyligen B",,,,,
"1567","glutaraldehyde",,"glutardialdehyde","aldesan","glutaral","pentandial",,,,
"1568","metsulfovax","G 696",,,,,,,,
"1569","sulfuryl fluoride",,"sulfuryl difluoride","sulfur difluoride dioxide ","sulfuric oxyfluoride ",,,,,
"1573","2-(thiocyanomethylthio)benzothiazole ",,"TCMTB","benthiazole","alentisan","KVK 733059","TCMB",,,
"1619","2,4-dimethylphenol",,"2,4-xylenol","2,4-DMP","hydroxy-o-xylene","m-xylenol",,,,
"1621","bis-trichloromethyl sulfone",,"trichloromethylsulfone","chlorosulfona",,,,,,
"1645","N-nitrosodimethylamine",,"NDMA","DMN",,,,,,
"1727","lime sulphur",,"calcium polysulphide","calcium polysulphid","lime sulfur",,,,,
"1693","azithiram","PP447","PP 447","azithirame","FLA 46","CID3032491",,,,
"1728","urea",,"carbamide ",,,,,,,
"2152","dormant oil",,"horticultural oil","white oil",,,,,,
"2393","nanosilver pesticide",,"AGS-20",,,,,,,
"2410","aluminium silicate",,"kaolin","china clay","bolus alba","hydrated aluminium silicate","porcelain clay","pyrophylite","bentone","argilla"
"2432","fenapanil",,,,,,,,,
"2448","chloraniformethan","BAY 79770 ","milfaron","imugan","formamide",,,,,
"2454","climbazole","106162","P64","BAy MEB 6401",,,,,,
"2545","acrylonitrile","ENT 54","cyano ether","vinyl cyanide","propene nitrile","2-propenenitrle",,,,
"2550","copper acetoarsenite","ENT 884","Paris Green","acetoarsenite de cuivre",,,,,,
"2565","mucochloric anhydride","GC-2466",,,,,,,,
"2573","dinocton",,"dinoctin 6","dinocton 4",,,,,,
"2647","chlobenthiazone","S1901","BRN 1212093",,,,,,,
"2664","hexaflurate","AC1E2290","TD-480 ",,,,,,,
"2714","bis(2-chloroethyl)ether",,"DCEE",,,,,,,
"2720","calcium cyanamide",,"cyanamide calcium salt","nitrolime","lime nitrogen",,,,,
"2724","carbon disulphide",,"carbon disulfide","carbon bisulphide","carbon bisulfide",,,,,
"2747","cybutryne",,,,,,,,,
"2754","dehydroacetic acid",,"DHA","methylacetopyronone",,,,,,
"2758","diammonium ethylenebis(dithiocarbamate)",,"amobam","ambis",,,,,,
"2793","gliotoxin","SN 12879","aspergillin","Antibiotic SN 12870",,,,,,
"2803","2-hydrazinoethanol",,"HEH","AI3-23609",,,,,,
"2819","mercuric oxide",,"mercury oxide","mercury monoxide","red mercury",,,,,
"2820","mercurous chloride",,"calomel",,,,,,,
"2824","2-methoxyethylmercury acetate",,"mercuran",,,,,,,
"2826","methylarsenic sulphide",,"methylarsenic sulfide","MAS",,,,,,
"2828","naphthalic anhydride",,,,,,,,,
"2838","phenylmercury chloride",,,,,,,,,
"2858","triamiphos","WP 155","triamifos",,,,,,,
"2873","sodium hydrogen carbonate",,"sodium bicarbonate","baking soda","bicarbonate of soda",,,,,
"2906","diammonium phosphate",,"diammonium hydrogen phosphate","DAP",,,,,,
"2585","tributyltin oxide","ENT 24979","TBT","bis(tributylstannyl)oxide ","bis(tributyltin)oxide",,,,,
"2997","piperonyl sulfoxide",,"sulfoxide",,,,,,,
"3112","(R)-hexaconazole",,"(-) hexaconazole",,,,,,,
"3113","(S)-hexaconazole",,"(+) hexaconazole",,,,,,,
"524","phoxim","OMS 1170","phoxime","BAY 5621",,,,,,
"212","diazinon","OMS 469","dimpylate","ENT 19507",,,,,,
"217","dichlorophen",,"antiphen","anthifen",,,,,,
"22","allethrin","FMC 249","palléthrine","S-bioallethrin","toluen-disocianato","esdepallethrine","d-allethrolone chrysanthemumate",,,
"24","alpha-cypermethrin","OMS 3004","alphacypermethrin","alphamethrin","FMC 63318","FMC 39391","alfamethrin",,,
"112","camphechlor","Hercules 3956","toxaphene","polychlorocamphene","chlorocamphene","toxafeen","octachlorocamphene",,,
"138","chlorfenvinphos","OMS 166","clofenvinfos","CVP","OMS 1328","ENT 24969","CGA 26351",,,
"161","choline chloride",,"hepacholine","biocolina","lipotril","choline hydrochloride",,,,
"176","copper (1) oxide",,"cuprite","dicopper oxide","copper oxide","red copper oxide","cuprous oxide",,,
"194","cyhalothrin","OMS 2011","PP 563","cyhalothrine",,,,,,
"197","cypermethrin","OMS 2002","cypermethrine",,,,,,,
"200","cyromazine","OMS 2014","CGA 72662","cyclopropylmelamine ","cyromazinum","AI3-52713",,,,
"30","amitraz","ENT 27967","amitraze","amitrazum ","BTS-27419","BAAM","U-36059",,,
"48","azamethiphos","GCA 18809","OMS 1825",,,,,,,
"61","bendiocarb","NC 6897","bendiocarbe","bencarbate",,,,,,
"75","beta-cypermethrin","OMS 3068","beta-cipermetrin ","cypermethrinbeta",,,,,,
"98","bronopol",,"bronocot","bronidiol",,,,,,
"310","fenthion","OMS 2","MPP","ENT 25540","Bayer 29493","S-1752","BAY 29493","DMTP",,
"314","fenvalerate","OMS 2000",,,,,,,,
"316","fipronil","BAS 350l","RPA 030",,,,,,,
"370","lindane","OMS 17","gamma-HCH","HCH","gamma-BHC","gamma-HKhTsH","ENT 8601","pesticide 666",,
"379","heptenophos","OMS 1845","HOE 02982","AE F002982",,,,,,
"389","icaridin","KBR 3023","icaradine","picaradin","propidine","autan","hydroethyl isobutyl piperidine carboxylate",,,
"390","imazalil","R 023979","enilconazole","chloramizol",,,,,,
"400","iodofenphos",,"jodfenphos","ENT 27408",,,,,,
"420","lufenuron","CGA 184699",,,,,,,,
"421","malathion","OMS 1","carbophos","maldison","mercaptothion","carbofos","ENT 17034",,,
"443","metaflumizone","BAS 320l","NNI 0250",,,,,,,
"459","methoprene","OMS 1697","SAN 800","ZR-515",,,,,,
"460","methoxychlor","OMS 466","methoxychlore","dimethoxy-DT","dianisyl trichloroethane","ENT 1716","DMDT",,,
"515","permethrin","OMS 1821","permethrine",,,,,,,
"517","phenothrin","OMS 1809","d-phenothrin","phenoxythrin","cyfenothrin","ENT 27972","sumithrin",,,
"521","phosmet","OMS 232","phthalophos","PMP","ENT 25705",,,,,
"540","promecarb","SN 34615","SSI 0792",,,,,,,
"553","propoxur","OMS 33","arprocarb","PHC","propotox","ENT 25671",,,,
"563","pyraclofos","OMS 3040","TIA 230",,,,,,,
"574","pyriproxyfen","S 9318",,,,,,,,
"608","tau-fluvalinate","SAN 527l","taufluvalinate","MK 128","fluvalinate",,,,,
"616","teflubenzuron","CME 13406","tefluron",,,,,,,
"618","temephos","OMS 786","ENT 27165","abaphos","abathion","biothion","difenphos",,,
"625","tetrachlorvinphos","SD 8447","stirofos","CVMP",,,,,,
"629","thiabendazole","MK 360","tiabendazole","TBZ","tebuzate",,,,,
"647","tralomethrin","OMS 3048","tralomethrine","HAG 107","RU 25474",,,,,
"657","trichlorfon","OMS 800","chlorophos","metriphonate","trichlorphon","dipterex","chloroxyphos",,,
"666","triflumuron","OMS 2015","SIR 8514",,,,,,,
"1020","cymiazol","CGA 50439","cymiazole","cymiazole hydrochloride ","xymiazole","cimiazol",,,,
"1100","dioxathion","Hercules AC25","dioxation","delnav","dioxane phosphate","dioxationum",,,,
"1228","fenchlorphos","Dow ET-14","ronnel","fenclofos","dermaphos","dermafos","Dow ET-57",,,
