ID,Active,Reference,Taxonomic classification,Substance source,Substance production,Target Pests,Uses,Target Host,Product 1,Manufacturer 1,Product 2,Manufacturer 2,Product 3,Manufacturer 3,Known to used in the following countries,Farming system suitability
"1459","azoxybenzene","HSDB 2861",,,,,,,,,,,,,,
"1460","phosnichlor",,,,,,,,,,,,,,,
"1461","cuprobam","SHA 483300",,,,,,,,,,,,,,
"1462","methacrifos","CGA 20168 ",,,,,,,,,,,,,,
"1466","peroxyacetic acid",,,,,,,,,,,,,,,
"1475","benzoic acid",,,,,,,,,,,,,,,
"1476","chlorthion","BAY 22/190 ",,,,,,,,,,,,,,
"1477","fentin chloride","HOE 2872",,,,,,,,,,,,,,
"1478","ferric phosphate",,,,,,,,,,,,,,,
"1484","1,2-dibromoethane",,,,,,,,,,,,,,,
"1485","thiosultap",,,,,,,,,,,,,,,
"1486","thiosultap-monosodium",,,,,,,,,,,,,,,
"1487","thiosultap-disodium",,,,,,,,,,,,,,,
"1488","acethion","ENT 25650 ",,,,,,,,,,,,,,
"1497","flucetosulfuron","LGC 42153",,,,,,,,,,,,,,
"1498","metamifop","DBH-129",,,,,,,,,,,,,,
"1499","fluthiacet methyl","CGA 248757",,,,,,,,,,,,,,
"1500","morphothion",,,,,,,,,,,,,,,
"1520","leptophos","OMS 1438 ",,,,,,,,,,,,,,
"1524","paraquat dichloride",,,,,,,,,,,,,,,
"1529","potassium iodide",,,,,,,,,,,,,,,
"1530","potassium thiocyanate",,,,,,,,,,,,,,,
"1532","2,4,5-trichlorophenoxyacetic acid ",,,,,,,,,,,,,,,
"1533","sebuthylazine","GS 13528",,,,,,,,,,,,,,
"1535","isodrin","ENT 19244",,,,,,,,,,,,,,
"1537","demeton","ENT 17295",,,,,,,,,,,,,,
"1539","mepiquat",,,,,,,,,,,,,,,
"1540","glufosinate","HOE 00661",,,,,,,,,,,,,,
"1541","diquat",,,,,,,,,,,,,,,
"1544","demeton-O-methyl","ENT 18862",,,,,,,,,,,,,,
"1546","propamocarb","SN 39744",,,,,,,,,,,,,,
"1548","fosetyl",,,,,,,,,,,,,,,
"1549","methoprotryne","G 36393",,,,,,,,,,,,,,
"1550","flupoxam","MON 18500",,,,,,,,,,,,,,
"1551","asulam","M and B 9057",,,,,,,,,,,,,,
"1552","bensulfuron","IN-R9419",,,,,,,,,,,,,,
"1553","flupyrsulfuron",,,,,,,,,,,,,,,
"1554","iodosulfuron",,,,,,,,,,,,,,,
"1556","tribenuron","IN-R9803",,,,,,,,,,,,,,
"1557","triflusulfuron",,,,,,,,,,,,,,,
"1558","pyraflufen",,,,,,,,,,,,,,,
"1559","propoxycarbazone",,,,,,,,,,,,,,,
"878","paraffin oil (C15-C30) (4b)",,,,,,,,,,,,,,,
"965","paraffin oil (C11-C30) (4c)",,,,,,,,,,,,,,,
"1014","triapenthenol","NTN 811",,,,,,,,,,,,,,
"1034","buminafos","CKB 1028A ",,,,,,,,,,,,,,
"1334","aramite","ENT16519",,,,,,,,,,,,,,
"1510","asomate",,,,,,,,,,,,,,,
"1561","chloretazate",,,,,,,,,,,,,,,
"1562","chlorphonium chloride",,,,,,,,,,,,,,,
"1563","dimexano",,,,,,,,,,,,,,,
"1565","fosthietan","CL 64475",,,,,,,,,,,,,,
"1570","difunon",,,,,,,,,,,,,,,
"1572","tebupirimfos","Bay Mat 7484",,,,,,,,,,,,,,
"1574","ethanamine","HSDB 7282",,,,,,,,,,,,,,
"1575","methylarsonic acid",,,,,,,,,,,,,,,
"1577","furilazole","MON 13900",,,,,,,,,,,,,,
"1578","flufenpyr-ethyl","S 3153",,,,,,,,,,,,,,
"1579","cloprop",,,,,,,,,,,,,,,
"1580","oxaziclomefone",,,,,,,,,,,,,,,
"1581","pyriminobac-methyl","KIH-6127",,,,,,,,,,,,,,
"1582","fluxofenim","CGA 133205",,,,,,,,,,,,,,
"1583","oxabetrinil","CGA 92194",,,,,,,,,,,,,,
"1586","amidithion","ENT 27160 ",,,,,,,,,,,,,,
"1587","bufencarb","RE-5353",,,,,,,,,,,,,,
"1589","chlorfenethol","ENT 9624",,,,,,,,,,,,,,
"1590","chlorfensulphide",,,,,,,,,,,,,,,
"1592","cloethocarb","BAS 263I",,,,,,,,,,,,,,
"1594","dimethrin","ENT 21170 ",,,,,,,,,,,,,,
"1595","dioxabenzophos",,,,,,,,,,,,,,,
"1596","empenthrin","S 2852 Forte",,,,,,,,,,,,,,
"1597","ethoate-methyl","ENT 25506 ",,,,,,,,,,,,,,
"1599","kelevan","GC-9160",,,,,,,,,,,,,,
"1613","dalapon",,,,,,,,,,,,,,,
"1614","10,10'-oxybisphenoxarsine","HSDB 6375",,,,,,,,,,,,,,
"1618","2,2-dibromo-3-nitrilopropionamide","XD-1603",,,,,,,,,,,,,,
"1622","primisulfuron methyl","CGA 136872",,,,,,,,,,,,,,
"1624","potassium bicarbonate",,,,,,,,,,,,,,,
"1642","alpha-hexachlorocyclohexane","ENT 9232",,,,,,,,,,,,,,
"1648","ametoctradin","BAS 650F",,,,,,,,,,,,,,
"1649","methiozolin","MRC-01",,,,,,,,,,,,,,
"1650","tetramethylfluthrin",,,,,,,,,,,,,,,
"1651","terbuchlor",,,,,,,,,,,,,,,
"1652","bicyclopyrone",,,,,,,,,,,,,,,
"1653","fenoxasulfone","KIH-1419",,,,,,,,,,,,,,
"1654","metazosulfuron",,,,,,,,,,,,,,,
"1655","penflufen","BYF-14182",,,,,,,,,,,,,,
"1656","pyrametostrobin",,,,,,,,,,,,,,,
"1657","pyraoxystrobin","SYP-3343",,,,,,,,,,,,,,
"1658","tebufloquin",,,,,,,,,,,,,,,
"1659","valifenalate","IR5885",,,,,,,,,,,,,,
"1660","plifenate","MB 6046",,,,,,,,,,,,,,
"1661","alpha-endosulfan",,,,,,,,,,,,,,,
"1662","cyantraniliprole","DPX-HGW86",,,,,,,,,,,,,,
"1663","indaziflam",,,,,,,,,,,,,,,
"1664","propyrisulfuron",,,,,,,,,,,,,,,
"1665","sedaxane",,,,,,,,,,,,,,,
"1666","ipfencarbazone","HOK-201",,,,,,,,,,,,,,
"1667","glufosinate-P",,,,,,,,,,,,,,,
"1668","aminocyclopyrachlor","DPX-MAT28",,,,,,,,,,,,,,
"1669","sulfoxaflor","DE-208",,,,,,,,,,,,,,
"1670","fenridazon",,,,,,,,,,,,,,,
"1672","isofenphos-methyl",,,,,,,,,,,,,,,
"1673","allyxycarb","BAY 50282",,,,,,,,,,,,,,
"1674","butonate","ENT 20852",,,,,,,,,,,,,,
"1677","propaphos","NK-1158",,,,,,,,,,,,,,
"1678","schradan","ENT 17291 ",,,,,,,,,,,,,,
"1679","thiocarboxime","AI3-27613",,,,,,,,,,,,,,
"1680","cycloheximide",,,,,,,,,,,,,,,
"1681","benclothiaz","CGA 235860",,,,,,,,,,,,,,
"1682","butamifos","S-2846",,,,,,,,,,,,,,
"1683","clomeprop","MY-15",,,,,,,,,,,,,,
"1684","cumyluron","JC-940",,,,,,,,,,,,,,
"1685","cyenopyrafen","NC-512 ",,,,,,,,,,,,,,
"1687","tolfenpyrad","OMI 88",,,,,,,,,,,,,,
"1688","amiprofos-methyl","NTN 5006",,,,,,,,,,,,,,
"1689","amiton","ENT 24980-X",,,,,,,,,,,,,,
"1692","atraton",,,,,,,,,,,,,,,
"1697","bencarbazone","TM-435",,,,,,,,,,,,,,
"1719","prohexadione",,,,,,,,,,,,,,,
"1721","isolan","ENT 19060",,,,,,,,,,,,,,
"1723","metolcarb",,,,,,,,,,,,,,,
"1725","chloropon",,,,,,,,,,,,,,,
"1726","butopyronoxyl",,,,,,,,,,,,,,,
"1730","zinc phosphide",,,,,,,,,,,,,,,
"1732","1-decanol",,,"A component of many insect pheromones","Manufactered for commercial uses",,,,,,,,,,,
"1738","potassium phosphonates","LBG 01F34",,,,,,,,,,,,,,
"1823","limestone",,,,,,,,,,,,,,,
"2182","calcium acid methanearsonate",,,,,,,,,,,,,,,
"2183","disodium methanearsonate",,,,,,,,,,,,,,,
"2002","fluxapyroxad","BAS 700F",,,,,,,,,,,,,,
"2010","fenpyrazamine","S-2188",,,,,,,,,,,,,,
"2172","benthiavalicarb isopropyl","KIF-230",,,,,,,,,,,,,,
"2131","chlorflurenol methyl","CME 74050",,,,,,,,,,,,,,
"2132","diethatyl ethyl","Bay NNT 6867",,,,,,,,,,,,,,
"2141","polybutene",,,,,,,,,,,,,,,
"2142","phenyl mercuric acetate",,,,,,,,,,,,,,,
"2144","sodium tetraborate pentahydrate",,,"Naturally occurring mineral that exist in trace amounts in rock, soil & water ","Produced synthetically for commerical use","Wide range of insects including termite, beetles, cockroaches and ants","Non-crop applications",,,,,,,,,
"2215","ioxynil lithium",,,,,,,,,,,,,,,
"2216","ioxynil sodium",,,,,,,,,,,,,,,
"2378","trifenmorph","WL-8008",,,,,,,,,,,,,,
"2394","metam-potassium",,,,,,,,,,,,,,,
"2395","glyphosate, isopropylamine salt","MON 0139",,,,,,,,,,,,,,
"2396","glyphosate, potassium salt",,,,,,,,,,,,,,,
"2397","iminoctadine tris(albesilate)","DF-250",,,,,,,,,,,,,,
"2398","triclopyr butotyl",,,,,,,,,,,,,,,
"2399","triclopyr triethylammonium",,,,,,,,,,,,,,,
"2403","sodium aluminium silicate",,,,,,,,,,,,,,,
"2411","bromobonil",,,,,,,,,,,,,,,
"2412","buthidazole","Vel-5026",,,,,,,,,,,,,,
"2414","chlorazifop propargyl","CGA 82725",,,,,,,,,,,,,,
"2416","chlorfluren methyl",,,,,,,,,,,,,,,
"2417","chlorprocarb","BAS 379H",,,,,,,,,,,,,,
"2418","ciobutide",,,,,,,,,,,,,,,
"2419","cloproxydim","RE-36290",,,,,,,,,,,,,,
"2421","difenopenten ethyl",,,,,,,,,,,,,,,
"2422","dinofenate",,,,,,,,,,,,,,,
"2423","dinosam","AI3-19047",,,,,,,,,,,,,,
"2424","epocholeone",,,,,,,,,,,,,,,
"2426","ethoxyfen ethyl",,,,,,,,,,,,,,,
"2428","fenthiaprop ethyl","Hoe 35609",,,,,,,,,,,,,,
"2429","tefuryltrione","AVH-301",,,,,,,,,,,,,,
"2430","trifopsime","Ro-13-8895",,,,,,,,,,,,,,
"2431","inezin",,,,,,,,,,,,,,,
"2433","flumipropyn","S-23121",,,,,,,,,,,,,,
"2434","furyloxyfen",,,,,,,,,,,,,,,
"2435","heptopargil","GL-1016",,,,,,,,,,,,,,
"2436","inabenfide","CGR-811 ",,,,,,,,,,,,,,
"2437","isonoruron","BAS 2103H ",,,,,,,,,,,,,,
"2438","isopyrimol","EL-509",,,,,,,,,,,,,,
"2439","isoxapyrifop","HOK-1566",,,,,,,,,,,,,,
"2441","metobenzuron",,,,,,,,,,,,,,,
"2443","morfamquat dichloride",,,,,,,,,,,,,,,
"2445","piproctanyl bromide","ACR-1222",,,,,,,,,,,,,,
"2446","profluazol","DPX-TY-029 ",,,,,,,,,,,,,,
"2447","prynachlor","BAS 2900H ",,,,,,,,,,,,,,
"2455","hexylthiofos",,,,,,,,,,,,,,,
"2456","myclozolin","BAS 463 03F",,,,,,,,,,,,,,
"2457","thicyofen","PH 51-07",,,,,,,,,,,,,,
"2458","etinofen",,,,,,,,,,,,,,,
"2459","silver thiosulphate",,,,,,,,,,,,,,,
"2460","pyriofenone","IKF-309",,,,,,,,,,,,,,
"2595","isocarbamide","BAY 94871",,,,,,,,,,,,,,
"2765","isoxachlortole","RPA 20135",,,,,,,,,,,,,,
"2515","difenzoquat metilsulfate","AC 84777",,,,,,,,,,,,,,
"2516","disodium phosphonate","IKF-916 25 SC",,,,,,,,,,,,,,
"2540","kadethrin","ENT 29117",,,,,,,,,,,,,,
"2541","formparanate","ENT 27305 ",,,,,,,,,,,,,,
"2542","azothoate",,,,,,,,,,,,,,,
"2544","calcium arsenate",,,,,,,,,,,,,,,
"2553","lead arsenate",,,,,,,,,,,,,,,
"2555","silafluofen","HOE 084498",,,,,,,,,,,,,,
"2556","xylylcarb","S-1046",,,,,,,,,,,,,,
"2557","anisuron",,,,,,,,,,,,,,,
"2558","fenitropan","EGYT 2248",,,,,,,,,,,,,,
"2559","diclocymet","S-2900",,,,,,,,,,,,,,
"2562","oxydisulfoton","BAY 23323",,,,,,,,,,,,,,
"2563","profluthrin","S-1840",,,,,,,,,,,,,,
"2564","chlornitrofen","MO-338",,,,,,,,,,,,,,
"2566","trichlamide","NK 483",,,,,,,,,,,,,,
"2567","diofenolan","CGA 059205",,,,,,,,,,,,,,
"2574","dinopenton",,,,,,,,,,,,,,,
"2575","dinosulfon","MC 1143",,,,,,,,,,,,,,
"2576","diamidaphos","Dowco 169",,,,,,,,,,,,,,
"2578","trifenofos","ENT 29118 ",,,,,,,,,,,,,,
"2577","silver sodium thiosulphate",,,,,,,,,,,,,,,
"2608","flutianil","OK-5303",,,,,,,,,,,,,,
"2612","coumoxystrobin","SYP 3375",,,,,,,,,,,,,,
"2613","flufenoxystrobin","syp-3759",,,,,,,,,,,,,,
"2614","fenaminstrobin","SYP-1620",,,,,,,,,,,,,,
"2615","triclopyricarb","SYP 7017",,,,,,,,,,,,,,
"2616","pyrisoxazole","SYP-48",,,,,,,,,,,,,,
"2617","heptafluthrin",,,,,,,,,,,,,,,
"2903","trioxymethylene",,,,,,,,,,,,,,,
"2618","oxathiapiprolin","DPX-QGU42",,,,,,,,,,,,,,
"2619","pyriminostrobin","SYP-11277",,,,,,,,,,,,,,
"2620","flupyradifurone","BYI 02960",,,,,,,,,,,,,,
"2621","benzovindiflupyr",,,,,,,,,,,,,,,
"2622","fenquinotrione","KUH-110",,,,,,,,,,,,,,
"2623","momfluorothrin","S-1563",,,,,,,,,,,,,,
"2624","iofensulfuron",,,,,,,,,,,,,,,
"2625","iofensulfuron sodium",,,,,,,,,,,,,,,
"2626","coumethoxystrobin",,,,,,,,,,,,,,,
"2627","cyclopyrimorate","SW-065",,,,,,,,,,,,,,
"2628","mandestrobin","S-2200",,,,,,,,,,,,,,
"2629","tiafenacil","DCC-3825",,,,,,,,,,,,,,
"2631","halauxifen-methyl","DE-729",,,,,,,,,,,,,,
"2632","cyclaniliprole","IKI-3106",,,,,,,,,,,,,,
"2633","methiopyrsulfuron","HNPC-C9908",,,,,,,,,,,,,,
"2634","brofluthrinate",,,,,,,,,,,,,,,
"2635","1-(4-chloro-1,3-dihydro-1,3-dioxo-2H-isoindole-2-yl)-cyclohexanecarboxamide","AC 97377",,,,,,,,,,,,,,
"2636","afidopyropen","ME5343",,,,,,,,,,,,,,
"2637","ametridione","BAY SSH 0860",,,,,,,,,,,,,,
"2638","ANTU",,,,,,,,,,,,,,,
"2639","athidathion","G13006",,,,,,,,,,,,,,
"2640","bisthiosemi","NK 15561",,,,,,,,,,,,,,
"2641","brompyrazon","BAS 2430H",,,,,,,,,,,,,,
"2642","bromuron","FL 173",,,,,,,,,,,,,,
"2643","butathiofos","Dowco 429",,,,,,,,,,,,,,
"2644","butenachlor","KH-218",,,,,,,,,,,,,,
"2645","O,O-dimethyl alpha-(2,4-dichlorophenoxyacetoxy)ethylphosphonate","HW02",,,,,,,,,,,,,,
"2646","buthiobate","S-1358",,,,,,,,,,,,,,
"2648","fufenozide","JS-118",,,,,,,,,,,,,,
"2659","(E)-2-(2-(2-(2,3-dichlorophenylamino)-6-trifluoromethylpyrimidin-4-yloxymethyl)phenyl)-3-methoxyacrylate","SYP-10913",,,,,,,,,,,,,,
"2661","gliftor",,,,,,,,,,,,,,,
"2662","halosafen","AC1L4H8Q",,,,,,,,,,,,,,
"2663","haloxydine","PP 493",,,,,,,,,,,,,,
"2665","tioxazafen",,,,,,,,,,,,,,,
"2666","napropamide-M",,,,,,,,,,,,,,,
"2667","picarbutrazox","NF-171",,,,,,,,,,,,,,
"2668","triflumezopyrim","DPX-RAB55",,,,,,,,,,,,,,
"2669","picloram-trolamine",,,,,,,,,,,,,,,
"2670","quinclorac-dimethylammonium",,,,,,,,,,,,,,,
"2671","izopamfos",,,,,,,,,,,,,,,
"2672","tralocythrin","AI3-29421",,,,,,,,,,,,,,
"2673","picloram-dimethylammonium",,,,,,,,,,,,,,,
"2677","flufiprole",,,,,,,,,,,,,,,
"2678","monosulfuron",,,,,,,,,,,,,,,
"2679","fuphenthiourea",,,,,,,,,,,,,,,
"2680","monosulfuron-methyl",,,,,,,,,,,,,,,
"2682","dufulin",,,,,,,,,,,,,,,
"2684","pyribambenz-propyl","ZJ0273",,,,,,,,,,,,,,
"2685","pyribambenz-isopropyl","ZJ0272",,,,,,,,,,,,,,
"2688","QRD-460",,,"Plant derived, one source is an extract from mexican Tea <i>Chenopodium amvrosoides</i> L.",,"Sucking insects","General purpose insecticide","Tomatoes, melon, pepper & cucumber","QRD-452","Bayer CropScience","Requiem EC","AgraQuest Inc",,,"USA",
"2689","COS-OGA",,,"Animal derived","Produced from harvested, crushed, dried crustacean exoskeletons ","Powdery mildews and botrytis species. Also active against some nematodes. ","Crop protection","Curcubits","FYTO11","Fytofend SA",,,,,,
"2696","acetoprole","RPA 115782",,,,,,,,,,,,,,
"2697","methyl (((1-(5-(2-chloro-4-(trifluoromethyl)phenoxy)-2-nitrophenyl)-2-methoxyethylidene)amino)oxy)acetate","AKH-7088",,,,,,,,,,,,,,
"2698","allyl alcohol",,,,,,,,,,,,,,,
"2699","alorac",,,,,,,,,,,,,,,
"2700","amibuzin","DIC 3202",,,,,,,,,,,,,,
"2701","amidochlor","MON 4620",,,,,,,,,,,,,,
"2702","amidothioate","Nk-11",,,,,,,,,,,,,,
"2704","barium carbonate",,,,,,,,,,,,,,,
"2705","benzadox","MC0035",,,,,,,,,,,,,,
"2706","benzadox ammonium",,,,,,,,,,,,,,,
"2707","benzamacril",,,,,,,,,,,,,,,
"2708","benzamacril isobutyl",,,,,,,,,,,,,,,
"2709","benzamorf","BAS 276F",,,,,,,,,,,,,,
"2710","benzipram","S-18 510",,,,,,,,,,,,,,
"2711","benzofluor","MBR 18337",,,,,,,,,,,,,,
"2712","bethoxazin","R 102622",,,,,,,,,,,,,,
"2713","biopermethrin","NRDC 147",,,,,,,,,,,,,,
"2715","1,1-bis(4-chlorophenyl)-2-ethoxyethanol","Geigy 337",,,,,,,,,,,,,,
"2716","bis(methylmercury) sulphate","B4992",,,,,,,,,,,,,,
"2717","bromfenvinfos","IPO-62",,,,,,,,,,,,,,
"2718","dimethyl(4-piperidinocarbonyloxy-2,5-xylyl)sulfonium toluene-4-sulfonate","BTS 44584",,,,,,,,,,,,,,
"2719","buthiuron","MET 1489",,,,,,,,,,,,,,
"2721","cambendichlor","Vel 4207",,,,,,,,,,,,,,
"2722","carbamorph","MC 833",,,,,,,,,,,,,,
"2723","carbasulam","M&B 9555",,,,,,,,,,,,,,
"2725","carboxazole","SSH-42",,,,,,,,,,,,,,
"2726","N-(3-chloro-2,6-dimethylphenyl)-2-methoxy-N-(tetrahydr-2-oxo-3-furanyl)acetamide","CGA 80000",,,,,,,,,,,,,,
"2727","chloranocryl","FMC 4556",,,,,,,,,,,,,,
"2728","chlorazine","G 25804",,,,,,,,,,,,,,
"2729","chlorbicyclen","Hercules 426",,,,,,,,,,,,,,
"2730","chloreturon",,,,,,,,,,,,,,,
"2731","chlorfenazole","CUR 616",,,,,,,,,,,,,,
"2732","chlorfluazole","NC 3363",,,,,,,,,,,,,,
"2734","chloroxynil",,,,,,,,,,,,,,,
"2735","chlorprazophos","HOX 2709",,,,,,,,,,,,,,
"2736","chlorquinox",,,,,,,,,,,,,,,
"2738","cliodinate","ASD 2288",,,,,,,,,,,,,,
"2739","clofop","HOE 22870",,,,,,,,,,,,,,
"2740","clofop-isobutyl",,,,,,,,,,,,,,,
"2741","copper bis(3-phenylsalicylate)",,,,,,,,,,,,,,,
"2742","coumithoate",,,,,,,,,,,,,,,
"2743","credazine","H 722",,,,,,,,,,,,,,
"2744","m-cumenyl methylcarbamate","AC 5727",,,,,,,,,,,,,,
"2745","cyanatryn","WL 63611",,,,,,,,,,,,,,
"2746","cyanthoate","M1568",,,,,,,,,,,,,,
"2749","cypendazole","DAM 18654",,,,,,,,,,,,,,
"2750","cyprazine","S 6115",,,,,,,,,,,,,,
"2751","cypromid","S 6000",,,,,,,,,,,,,,
"2752","DAEP",,,,,,,,,,,,,,,
"2753","defenuron","IPO 4328",,,,,,,,,,,,,,
"2755","demephion",,,,,,,,,,,,,,,
"2756","demephion-O",,,,,,,,,,,,,,,
"2757","demephion-S",,,,,,,,,,,,,,,
"2760","dinex","DN-111",,,,,,,,,,,,,,
"2761","dinex-diclexine","ENT 30838",,,,,,,,,,,,,,
"2762","dinoseb acetate","HOE 02904",,,,,,,,,,,,,,
"2763","isouron",,,,,,,,,,,,,,,
"2764","dipyrithione","OSY-20",,,,,,,,,,,,,,
"2766","pyrazolynate",,,,,,,,,,,,,,,
"2767","disul",,,,,,,,,,,,,,,
"2768","disul-sodium",,,,,,,,,,,,,,,
"2770","drazoxolon","PP781",,,,,,,,,,,,,,
"2771","etacelasil","CGA 13586",,,,,,,,,,,,,,
"2772","etem","UCP/21",,,,,,,,,,,,,,
"2774","ethylene dichloride",,,,,,,,,,,,,,,
"2776","fenasulam","SSH-60",,,,,,,,,,,,,,
"2777","fenfluthrin","NAK 1654",,,,,,,,,,,,,,
"2778","fenoprop-butotyl",,,,,,,,,,,,,,,
"2779","fenpirithrin","Dowco 417",,,,,,,,,,,,,,
"2780","fluenetil","M 2060",,,,,,,,,,,,,,
"2781","isofetamid","IKF-5411",,,,,,,,,,,,,,
"2783","furconazole","LS 840608",,,,,,,,,,,,,,
"2784","furconazole-cis","LS 840606",,,,,,,,,,,,,,
"2785","furethrin",,,,,,,,,,,,,,,
"2786","fosmethilan","NE-79 168",,,,,,,,,,,,,,
"2787","flupropadine","M&B 36892",,,,,,,,,,,,,,
"2788","flupropadine hydrochloride",,,,,,,,,,,,,,,
"2789","fluothiuron","BAY KUE 2079A",,,,,,,,,,,,,,
"2790","flupropacil","UUC-C4243",,,,,,,,,,,,,,
"2791","fluorbenside","HRS 924",,,,,,,,,,,,,,
"2792","flufenprox","ICIA5682",,,,,,,,,,,,,,
"2794","glyodin",,,,,,,,,,,,,,,
"2795","glyphosine","CP 41845",,,,,,,,,,,,,,
"2796","halacrinate","CGA 30599",,,,,,,,,,,,,,
"2797","hexachloroacetone","GC 1106",,,,,,,,,,,,,,
"2798","tiadinil",,,,,,,,,,,,,,,
"2804","hyquincarb","Hoe 25682",,,,,,,,,,,,,,
"2805","2-imidazolidone",,,,,,,,,,,,,,,
"2806","iodobonil",,,,,,,,,,,,,,,
"2807","IPSP","PSP-204",,,,,,,,,,,,,,
"2808","isamidofos","Hoe 36275",,,,,,,,,,,,,,
"2809","isocil",,,,,,,,,,,,,,,
"2810","isomethiozin","BAY DIC 1577",,,,,,,,,,,,,,
"2811","isopamphos",,,,,,,,,,,,,,,
"2812","isothioate","Z-7272",,,,,,,,,,,,,,
"2813","lythidathion","GS 12968",,,,,,,,,,,,,,
"2814","malonoben","GCP-5126",,,,,,,,,,,,,,
"2815","mebenil","BAS 305F",,,,,,,,,,,,,,
"2816","mecarphon","MC 2420",,,,,,,,,,,,,,
"2817","medinoterb",,,,,,,,,,,,,,,
"2818","medinoterb acetate","P 1488",,,,,,,,,,,,,,
"2821","metazoxolon","PP395",,,,,,,,,,,,,,
"2822","methiuron","MH 090",,,,,,,,,,,,,,
"2823","methocrotophos","C 2307",,,,,,,,,,,,,,
"2825","methoxyphenone","NK-049",,,,,,,,,,,,,,
"2827","methyldymron","K-1441",,,,,,,,,,,,,,
"2829","nickel bis(dimethyldithiocarbamate)","M-1",,,,,,,,,,,,,,
"2830","2-(octylthio)ethanol","R-874",,,,,,,,,,,,,,
"2831","oxapyrazon",,,,,,,,,,,,,,,
"2832","oxapyrazon-sodium","BAS 3380H",,,,,,,,,,,,,,
"2833","oxapyrazon-dimolamine","BAS 350H",,,,,,,,,,,,,,
"2834","oxydeprofos","Bayer 23655",,,,,,,,,,,,,,
"2835","perfluidone","MBR-8251",,,,,,,,,,,,,,
"2836","1-(4-chlorophenyl)-3-(2,6-dichlorobenzoyl)urea","PH 60-38",,,,,,,,,,,,,,
"2837","phenisopham","SN 58132",,,,,,,,,,,,,,
"2839","phenylmercury nitrate",,,,,,,,,,,,,,,
"963","2,4,5-trichlorophenol",,,,,,,,,,,,,,,
"205","deltamethrin","OMS 1998",,,,,,,,,,,,,,
"108","calcium carbonate",,,"Calcium carbonate occurs naturally in the earths crust.","Manufactered industrially for commercial applications","Damaging mammals and birds","Landscape management","Trees, shrubs, ornamental plants",,,,,,,,
"25","aluminium ammonium sulphate",,,"Aluminium occurs naturally in the earths crust and is present in a variety of minerals",,"Birds; Cats; Dogs; Rats; Possums; Rabbits","Repellent","Fruit; Ornamentals; Grassland; Row crops; Combinable crops - grains, oilseeds and pulses; Amenity areas","Curb Crop Spray Powder","Laronkarn Ltd",,,,,,
"1330","1-naphthylacetic acid",,,,,,,,,,,,,,,
"2135","zinc borate",,,"Naturally occurring mineral that exist in trace amounts in rock, soil, water and all plant and animals","Produced synthetically for commerical use","Fungi","Wood preservation; antifungal applications","Non-food materials","Zinc borate","US Borax & Chemical Corp","Zinc borate","Chengdu Chemphys Chemical Industry Co., Ltd.",,,,
"2518","1,4-dimethylnaphthalene",,,,"Manufactured for agricultural applicatiohns",,"Growth inhibitor","Potatoes","Dormfresh Ltd","4,1SIGHT",,,,,,
"2134","disodium octaborate tetrahydrate",,,"Naturally occurring mineral that exist in trace amounts in rock, soil, water and all plant and animal life","Produced synthetically for commerical use","Broad spectrum of pests","Crop protection; wood preservation",,,,,,,,,
"2136","boric acid",,,"Naturally occurring mineral acid that can be found in soil of certain volcanic areas, seawater and in all plants especially fruit","Produced synthetically for commercial use",,"Wood preservation; anti-fungal treatment",,,,,,,,,
"305","fenpiclonil","CGA 142705",,,,,,,,,,,,,,
"382","hexaconazole","PP 523",,,,,,,,,,,,,,
"387","hydrogen peroxide",,,"Hydrogen peroxide is a naturally occuring compound formed within the cell structures of plants and animals as well as in the earth's atmosphere and in some natural waters.",,,,,,,,,,,,
"423","mancopper",,,,,,,,,,,,,,,
"435","mepanipyrim","KUF 6201",,,,,,,,,,,,,,
"594","sodium carbonate",,,,,,,,,,,,,,,
"605","sulphur","SAN 7116",,,,,,,,,,,,,,
"634","thidiazuron","SN 49537",,,,,,,,,,,,,,
"1283","cyprosulfamide",,,,,,,,,,,,,,,
"1288","diclobutrazol","PP296",,,,,,,,,,,,,,
"1321","zinc oxide",,,,,,,,,,,,,,,
"1336","hexadecanoic acid",,,"Found naturally in fats and waxes such as palm oil and palm kernal oil. Synthetic versions also available.","Fats and oils are treated with water at a high pressure and temperature (above 200 °C), leading to the hydrolysis of triglycerides.","Soft-bodied insects","Crop protection",,,,,,,,,
"1341","propionic acid",,,,,,,,,,,,,,,
"1340","2-phenylphenol",,,,,,,,,,,,,,,
"1350","carbon tetrachloride","ENT 4705",,,,,,,,,,,,,,
"1361","1,2-benzisothiazolin-3-one",,,,,,,,,,,,,,,
"1399","iron sulphate",,,,,,,,,,,,,,,
"1467","butanethiol",,,,,,,,,,,,,,,
"1493","sodium hypochlorite",,,,,,,,,,,,,,,
"1531","heptamaloxyloglucan","EL101GV",,"An extract from apple pomace, naturally present in in food from plant origin",,,,,,,,,,,,
"1560","fenchlorazole-ethyl","HOE 070542",,,,,,,,,,,,,,
"988","didecyldimethylammonium chloride","P0151",,,,,,,,,,,,,,
"1566","furmecyclox","BAS 389F",,,,,,,,,,,,,,
"1567","glutaraldehyde",,,,,,,,,,,,,,,
"1568","metsulfovax","G 696",,,,,,,,,,,,,,
"1569","sulfuryl fluoride",,,,,,,,,,,,,,,
"1573","2-(thiocyanomethylthio)benzothiazole ",,,,,,,,,,,,,,,
